,smiles,BACE,rd_8,rd_32,rd_64,rd_128,rd_512,rd_1024,rd_2048,rd_4096,rd_8192,rd_16384
1030,s1c2c(nc1C)C(=NC2(c1cc(ccc1)-c1cncnc1)c1ccc(OC)cc1)N,0.0,5,2,3,1,2,3,3,4,2,4
1031,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CC1)c1nccc(c1)C(C)(C)C,0.0,5,5,1,3,5,4,4,5,4,3
1032,O1CCCCNc2cc(cc(c2)C(=O)NC(Cc2cc1ccc2)C(O)C[NH2+]C(COC)c1cc(ccc1)C(C)(C)C)COC,0.0,1,3,5,4,1,2,5,5,5,5
1033,S1(=O)(=O)CC(Cc2cc(OCCC)ccc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,0.0,5,5,5,3,2,5,5,1,1,2
1034,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(ccc1)CC,0.0,2,1,4,1,4,2,2,5,2,3
1035,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCCOCC2)ccc1,0.0,3,4,5,1,4,3,4,4,3,4
1036,O=C1c2c(cc(cc2)-c2cncnc2)C2(N=C(N)N(C)C2=O)CC1(C)C,0.0,2,3,5,5,2,3,1,1,5,5
1037,Brc1ccsc1CC(NC1=NC(Cc2c1ccc(Cl)c2)(C)C)C(=O)[O-],0.0,1,3,3,1,5,4,3,1,3,1
1038,S(=O)(=O)(C)c1cc(ccc1)C1([NH2+]CC(O)C(NC(=O)C)Cc2cc(F)cc(F)c2)CCCCC1,0.0,5,5,4,5,4,5,4,5,3,5
1039,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CC1)c1cc(c[n+]([O-])c1)CC(C)(C)C,0.0,2,1,5,5,1,3,5,2,2,2
1040,Fc1ncccc1-c1cc(ccc1)[C@]1([NH+]=C(N2C1=NCCC2)N)c1cc2OC(F)(F)Oc2cc1,0.0,3,4,5,2,1,3,3,3,5,4
1041,Fc1ccc(OC)cc1-c1cc2c(Oc3c(cc(OC)cc3)C23N=C(OC3)N)cc1,0.0,3,3,1,5,1,4,4,5,5,5
1042,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCCOCC2=O)ccc1,0.0,4,2,5,1,5,5,5,2,4,2
1043,Clc1cc2CC(N=C(NC(Cc3ccccc3)C=3NC(ON=3)=O)c2cc1)(C)C,0.0,1,1,2,3,2,4,2,4,4,5
1044,Fc1cc(cc(F)c1)C[C@H](NC(=O)C)[C@H](O)C[NH2+]C1(CC1)c1cc(ccc1)[C@H]1CCOC1,0.0,5,3,2,2,1,3,2,4,4,4
1045,Brc1cc(ccc1)CC1CS(=O)(=O)CC([NH2+]Cc2cc(ccc2)C(C)C)C1O,0.0,5,4,3,2,1,2,2,2,1,1
1046,Clc1cc2CC(N=C(NC(Cc3cscc3C#C)C(=O)[O-])c2cc1)(C)C,0.0,4,2,5,1,1,2,4,1,3,5
1047,Clc1ccc(nc1)C(=O)Nc1cc(ccc1)C12N=C(SCC1C2)N,0.0,2,4,1,2,1,3,5,3,2,2
1048,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CC1)c1cc(cnc1)CC(C)(C)C,0.0,3,2,5,3,1,1,1,3,1,5
1049,Clc1cc(cnc1)-c1cc2c(CC(CC23N=C(OC3)N)(C)C)cc1,0.0,2,5,3,2,1,5,3,5,4,4
1050,FC(F)(F)Oc1ccc(cc1)[C@]1([NH+]=C(N2C1=NCCC2)N)c1cc(ccc1)-c1cncnc1,0.0,5,5,5,4,5,2,2,4,5,5
1051,S1CC(=NC1(c1cc(ccc1)-c1cccnc1)c1ccc(OC)cc1)N,0.0,1,2,4,2,3,5,5,3,4,2
1052,OC(C(NC(=O)C1CC(CCC1)C(NC(=O)C)C(C)C)Cc1ccccc1)CC(C(=O)NCCCC)C,0.0,2,2,2,4,1,3,1,5,1,3
1053,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(ccc1)C1CCCC1=O,0.0,5,5,2,5,2,2,2,3,2,4
1054,Fc1ncccc1-c1cc2c(Oc3c(cc(OC)cc3)C23N=C(OC3)N)cc1,0.0,4,1,4,4,3,4,1,2,5,2
1055,O(C)c1cc(ccc1)-c1cc(ccc1)C1(N=C(C)C(=N1)N)C1CCN(CC1)C(=O)C,0.0,5,4,5,5,3,5,1,4,4,4
1056,Clc1ccccc1-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccc(Oc2ncccc2)cc1,0.0,3,3,5,5,3,1,5,1,3,1
1057,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(ccc1)CC(C)C,0.0,3,1,4,1,4,4,3,3,2,4
1058,O=C1N(CC(=NC1(C)c1cc(NC(=O)c2ncc(cc2)C#N)ccc1)N)C,0.0,5,1,5,4,5,2,5,4,1,2
1059,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCCC2=O)ccc1,0.0,2,1,3,1,5,3,3,5,5,2
1060,Clc1cc2CC(N=C(NC(Cc3cscc3-c3occn3)C(=O)[O-])c2cc1)(C)C,0.0,4,1,5,5,2,5,5,2,4,2
1061,S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C)c1ccc(F)cc1)-c1nc([nH]n1)C([NH3+])(Cc1ccccc1)C)C,0.0,4,2,1,4,5,3,1,2,3,2
1062,Clc1cc(cc(Cl)c1NC(=O)C)CNC(=[NH2+])NC(=O)Cn1c2cc(ccc2cc1)CN(S(=O)(=O)C)C,0.0,5,4,5,3,1,4,1,2,3,1
1063,Clc1ccccc1-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccc(Oc2ccccc2)cc1,0.0,1,1,3,5,3,4,2,1,3,2
1064,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCN(C1)C(OCc1ccccc1)=O)c1cc(ccc1)C(C)(C)C,0.0,1,3,2,5,1,1,1,4,5,4
1065,O=C1N(C)C(=NC1(C1CCCCC1)c1cc(NC(=O)c2n(ccc2)C)ccc1)N,0.0,1,4,2,1,5,5,4,5,4,2
1066,Fc1cc(cc(F)c1)CC(NC(=O)c1c2cc(ccc2n(c1)C(=O)N(CCCC)C)C(OCc1ccccc1)=O)C(O)C[NH2+]Cc1cc(OC)ccc1,0.0,5,5,1,3,2,3,2,4,2,5
1067,O(CCCC)c1ccc(cc1)C1(N=C(N)N(C)C1=O)C12CC3CC(C1)CC(C2)C3,0.0,2,3,1,5,4,2,2,5,3,4
1068,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CC1)c1nn(cc1)CC(C)(C)C,0.0,4,4,4,5,4,4,5,5,4,4
1069,Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(NC(=O)C)(C(CC)C)C1=O)CCc1ccccc1)C(O)C1[NH2+]Cc2c(C1)cccc2O,0.0,5,2,5,4,4,2,5,2,3,1
1070,S1(=O)(=O)CC(Cc2cc(CC)c(N)c(F)c2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,0.0,5,2,5,4,3,3,2,5,1,5
1071,FC(F)(F)Oc1ccc(cc1)C1(N=C(N)N(C)C1=O)c1cc(ccc1)-c1ccc(OC)nc1,0.0,4,1,1,3,5,5,5,3,3,5
1072,FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)CC,0.0,4,3,5,2,1,1,4,4,3,2
1073,Fc1c(cccc1OC)-c1cc2c(Oc3c(cc(OC)cc3)C23N=C(OC3)N)cc1,0.0,3,1,2,5,4,1,2,1,4,1
1074,Fc1ncc(cc1)-c1cc2c(Oc3c(cc(OC)cc3)C23N=C(OC3)N)cc1,0.0,2,2,1,4,4,4,4,5,5,4
1075,S1(Oc2c(N1c1cc(ccc1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)cccc2)(=O)=O,0.0,3,3,1,3,2,3,5,3,5,5
1076,S(=O)(=O)(N(C)c1cc(cc(c1)COCC([NH3+])(Cc1ccccc1)C(F)F)C(=O)NC(C)c1ccc(F)cc1)C,0.0,2,1,1,3,2,5,1,4,2,1
1077,S(=O)(=O)(N(c1cc(ccc1C)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)c1ccccc1)C,0.0,1,4,1,5,1,3,2,1,5,1
1078,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(ccc1)C1CCCC1,0.0,4,1,2,2,1,3,1,4,4,4
1079,O=C1N(CCCCCC(=O)[O-])C(=NC1(C1CCCCC1)c1ccccc1)N,0.0,3,2,1,4,4,1,5,1,1,1
1080,Clc1cc2c(OC3(CC2[NH2+]CC(O)C(NC(=O)C)Cc2ccccc2)CCC3)nc1,0.0,4,3,2,5,5,1,1,4,1,1
1081,Clc1ccccc1-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccc(Nc2cncnc2)cc1,0.0,3,1,3,5,2,4,1,5,5,2
1082,Fc1cc(cc(F)c1)C[C@H](NC(=O)C)[C@H](O)C[NH2+]C1(CC1)c1cc(-n2nccc2)ccc1,0.0,3,2,2,3,2,5,4,3,2,1
1083,O=C1N(C)C(=NC1(C1CCCCC1)c1ccccc1)N,0.0,4,5,2,5,5,3,1,3,3,3
1084,S1(=O)(=O)CC(Cc2cc(CCO)c(O)cc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)C)C1,0.0,2,2,5,1,1,4,2,5,3,5
1085,S(=O)(=O)(N(C)c1cc(cc(c1)COCC([NH3+])(Cc1ccccc1)CF)C(=O)NC(C)c1ccc(F)cc1)C,0.0,5,3,2,5,5,5,5,1,1,2
1086,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCCNC2=O)ccc1,0.0,5,5,5,4,5,2,2,1,5,1
1087,Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(CCCC)C1=O)CCc1ccccc1)C(O)C1[NH2+]Cc2c(C1)cccc2,0.0,4,4,1,4,4,2,4,3,4,4
1088,S1CCC(=NC1(C)c1cc(ccc1)-c1cncnc1)N,0.0,1,1,5,3,5,5,4,5,3,1
1089,Clc1cc(cc(Cl)c1NC(=O)C)CNC(=[NH2+])NC(=O)Cn1c2c(cccc2)cc1,0.0,2,4,2,1,5,3,3,4,3,4
1090,Clc1ccc(nc1)C(=O)Nc1cc(ccc1)C1(N=C(N)N(C)C1=O)C,0.0,2,3,2,5,5,4,2,5,1,4
1091,O1CCCC1CN1C(=O)C(N=C1N)(C1CCCCC1)c1ccccc1,0.0,4,5,1,1,1,5,5,2,5,2
1092,O=C1N(C)C(=NC1(C1CCCCC1)C1CCCCC1)N,0.0,3,1,5,2,2,3,3,1,1,3
1093,Fc1cc(cc(F)c1)CN1C(=O)C(N=C1N)(C1CCCCC1)c1ccccc1,0.0,3,5,2,2,3,5,1,1,5,5
1094,Clc1cc2CC(N=C(NC(Cc3cscc3-c3cn(nc3)C)C(=O)[O-])c2cc1)(C)C,0.0,4,2,1,4,2,2,4,1,3,3
1095,s1cc(nc1N)C(Cc1cc([N+](=O)[O-])ccc1OC)c1ccc(OC)cc1,0.0,3,5,5,4,4,1,3,1,5,2
1096,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(ccc1)-c1occc1,0.0,2,1,5,3,4,2,1,2,5,4
1097,Fc1cc(cc(F)c1)CC(NC(=O)c1c2c(n(c1)C(OCCCC)=O)cccc2)C(O)C[NH2+]Cc1cc(OC)ccc1,0.0,2,2,2,4,5,4,4,1,1,1
1098,S1(=O)(=O)CC(Cc2ccccc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)C)C1,0.0,3,2,2,2,2,2,1,3,1,2
1099,S1(=O)(=O)CC(Cc2cc(ccc2)COCCC)C(O)C([NH2+]Cc2cc(ccc2)C(C)C)C1,0.0,5,1,3,5,3,3,1,2,3,4
1100,Fc1cc(cc(F)c1)CC(NC(=O)c1cc(ccc1)C(=O)N(CCC)CCC)C(O)C1[NH2+]Cc2c(C1)cccc2,0.0,4,3,1,2,5,1,2,5,2,3
1101,S1(=O)(=O)N(C2(CC([NH+](CC2)Cc2cc3c([nH]nc3CC)cc2)C)CN1C)c1cc(F)ccc1,0.0,5,1,2,5,5,4,1,2,1,3
1102,Clc1ccccc1-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccc(OCCC)cc1,0.0,2,2,3,4,5,4,1,4,5,2
1103,Clc1cccc(-c2cc3c(Oc4c(cc(OC)cc4)C34N=C(OC4)N)cc2)c1F,0.0,3,3,4,4,4,3,2,3,5,4
1104,O1CC2(N=C1N)c1cc(ccc1Oc1c2cc(OC)cc1)-c1ccccc1,0.0,3,1,3,5,1,5,1,4,1,1
1105,O=C(NC1CC1)c1ccc(cc1)-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccccc1,0.0,5,3,3,2,3,1,4,1,2,2
1106,S1(=O)(=O)CC(Cc2cc(CO)c(O)cc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)C)C1,0.0,1,2,5,1,4,4,4,1,3,2
1107,Fc1cc(cc(F)c1)CC(NC(=O)c1c2cccnc2n(c1)C(=O)N(CCCC)C)C(O)C1[NH2+]Cc2c(C1)cccc2,0.0,4,5,3,5,2,5,5,5,1,4
1108,S1(=O)(=O)N(C2(CC([NH+](CC2)Cc2cc(OCC)c(O)cc2)C)CN1C)c1cc(F)ccc1,0.0,3,1,5,5,5,4,1,3,1,1
1109,Fc1ncccc1-c1cc(ccc1)C1(N=C(OC1)N)c1ccc(OC(F)F)cc1,0.0,5,1,5,1,1,3,2,4,5,5
1110,O=C1N(Cc2ccccc2)C(=NC1(C1CCCCC1)c1ccccc1)N,0.0,1,3,1,4,4,4,1,4,2,1
1111,FCCOc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1ccccc1,0.0,4,1,4,1,3,5,4,4,2,4
1112,S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC)C(=O)NC(C(O)CC(C(=O)NC(C(C)C)C(=O)NCc1ccccc1)C)COCc1cc(F)cc(F)c1)C,0.0,5,5,2,2,5,3,4,5,1,1
1113,Clc1cc2CC(N=C(NC(Cc3cscc3-c3n[nH]cc3)C(=O)[O-])c2cc1)(C)C,0.0,2,2,2,3,5,2,4,3,4,2
1114,n1cc(ccc1)-c1cc(ccc1)C1(N=C(C)C(=N1)N)c1ccccc1,0.0,1,5,1,4,2,2,3,5,5,5
1115,O=C1N(C)C(=NC(C1)(CCc1cc(ccc1)-c1ccccc1)C)N,0.0,1,1,1,1,5,2,4,3,3,4
1116,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCN(C1)C(=O)C)c1cc(ccc1)C(C)(C)C,0.0,2,1,3,5,2,4,5,4,4,5
1117,OC(C(NC(=O)c1cc(N(C(=O)C)c2ccccc2)ccc1)Cc1ccccc1)C[NH2+]C(C(=O)NC1CCCCC1)C,0.0,1,1,3,1,1,3,1,1,4,2
1118,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCOCC2=O)ccc1,0.0,5,3,1,4,1,1,2,2,2,2
1119,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCOC2=O)ccc1,0.0,1,4,5,2,2,1,5,1,3,2
1120,Fc1cc(cc(F)c1)C[C@H](NC(=O)C)[C@H](O)C[NH2+]Cc1cc(ccc1)C(C)(C)C,0.0,2,1,3,2,5,5,1,3,3,3
1121,Fc1cc(cc(F)c1)C[C@H](NC(=O)C)[C@H](O)C[NH2+]C1(CC1)c1cc(ccc1)C(C(F)(F)F)=C,0.0,2,4,2,3,3,4,2,4,2,3
1122,S1(=O)(=O)NCC2(N1c1cc(F)ccc1)CC([NH+](CC2)Cc1cc(OC(C)C)ccc1)C,0.0,4,1,4,3,4,4,5,1,2,5
1123,O1CC2(N=C1N)CC(Cc1c2cc(cc1)-c1cncnc1)(C)C,0.0,3,2,2,3,2,1,5,2,2,5
1124,O(C)c1cc(ccc1)C(=O)Nc1cc(ccc1)C1(N=C(N)N(C)C1=O)C1CCCCC1,0.0,4,4,3,3,3,5,5,1,5,4
1125,Fc1c(cccc1-c1cncnc1)C1(N=C(N)N(C)C1=O)c1ccc(OC(F)(F)F)cc1,0.0,1,4,5,3,3,1,3,1,1,2
1126,S(=O)(=O)(N(C)c1cc(cc(c1)COCC([NH3+])(Cc1ccccc1)CO)C(=O)NC(C)c1ccc(F)cc1)C,0.0,5,3,4,3,4,4,4,1,4,3
1127,FC(F)(F)c1ccc(nc1)C(=O)Nc1cc(ccc1)C1(N=C(N)CN(C)C1=O)C,0.0,4,3,4,3,1,5,2,3,1,3
1128,Fc1c2c(ccc1)C(N=C2N)(c1cc(nc(c1)C)C)c1cc(ccc1)-c1cncnc1,0.0,3,3,4,5,2,3,2,5,3,1
1129,O=C1N(CCCCCC)C(=NC1(C1CCCCC1)c1ccccc1)N,0.0,1,5,5,1,4,1,5,3,1,3
1130,Fc1ccc(cc1-c1cncnc1)[C@@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)(F)F)cc1,0.0,3,4,1,2,5,4,1,1,2,5
1131,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCNC2=O)ccc1,0.0,3,2,4,5,4,4,2,1,3,5
1132,Brc1cc(ccc1O)CC1CS(=O)(=O)CC([NH2+]Cc2cc(OC(C)C)ccc2)C1O,0.0,3,4,3,2,2,5,3,5,4,5
1133,n1cc(ccc1)-c1cc(ccc1)C1(N=C(C)C(=N1)N)C1CCCCC1,0.0,1,1,3,2,3,3,2,4,1,1
1134,FC(F)(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1ccccc1,0.0,5,3,4,5,4,3,3,4,4,5
1135,FC(F)(F)Oc1ccc(cc1)C1([NH+]=C(N2C1=NCCC2)N)c1cc(ccc1)CCC,0.0,4,2,5,2,5,2,5,5,3,4
1136,S1(=O)(=O)CC(Cc2cc3c([nH]nc3)cc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,0.0,5,1,3,5,5,5,5,2,4,3
1137,FC1(F)c2c(cc(cc2)-c2cncnc2)C2(N=C(N)N(C)C2=O)CC1(C)C,0.0,5,2,2,5,4,5,5,5,5,1
1138,S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C(O)CC(OC)CNc1ccccc1)COc1cc(F)cc(F)c1)C(=O)NC(C)c1ccccc1)C,0.0,4,5,4,1,5,4,2,5,4,4
1139,S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C(O)CC(OC)CNc1ccc(F)cc1)COc1cc(F)cc(F)c1)C(=O)NC(C)c1ccccc1)C,0.0,5,5,2,2,3,3,1,3,5,5
1140,S1(=O)(=O)N(c2c3n(cc(c3c(cc2)C(=O)NC(C(O)CC(OC)COCc2ccc(OC)cc2)COc2cc(F)cc(F)c2)CC)CC1)C,0.0,2,5,3,2,3,5,1,4,5,2
1141,O(C)c1cc(ccc1)C[NH2+]CC(O)C(NC(=O)c1c2c(n(c1)C(=O)N(CC)CC)cccc2)Cc1ccccc1,0.0,5,4,2,5,4,5,4,2,3,1
1142,S1(=O)(=O)N(C2(CC([NH+](CC2)Cc2cc(OC(C)C)ccc2)C)CN1c1ncccn1)c1cc(F)ccc1,0.0,3,3,5,3,1,2,3,2,1,5
1143,O(C)c1c(cc(cc1C)[C@@]1(N=C(C)C(=N1)N)c1cc(ccc1)-c1cncnc1)C,0.0,2,5,2,5,2,5,5,5,5,3
1144,Clc1cc(F)c(cc1)-c1cc2c(Oc3c(cc(OC)cc3)C23N=C(OC3)N)cc1,0.0,4,4,5,5,5,1,3,1,2,3
1145,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1oc(cn1)C(C)(C)C,0.0,5,2,1,2,5,5,3,2,2,3
1146,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(-n2ccnc2)ccc1,0.0,1,2,1,1,4,2,3,1,4,3
1147,Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(CCCC)C1=O)C)C(O)C1[NH2+]Cc2c(C1)cccc2,0.0,5,3,2,4,3,5,1,5,3,5
1148,Clc1cc(ccc1O)C[NH+]1CCC2(N(S(=O)(=O)N(C2)C)c2cc(F)ccc2)CC1C,0.0,4,3,4,1,5,1,3,2,1,2
1149,s1c(ccc1CC(C)(C)C)C1([NH2+]CC(O)C(NC(=O)C)Cc2cc(F)cc(F)c2)CC1,0.0,4,5,2,1,4,4,3,4,1,4
1150,S1(=O)(=O)CC(Cc2ccccc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,0.0,2,1,4,1,1,3,3,5,4,2
1151,Clc1ccccc1-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccc(OCCCC)cc1,0.0,1,1,4,5,2,1,4,1,5,4
1152,O1CC2(N=C1N)c1cc(ccc1Oc1c2cc(OC)cc1)-c1cc(ccc1)C,0.0,3,2,2,2,3,2,3,4,2,3
1153,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CC1)c1cc(ccc1)C1OCCCC1,0.0,2,1,2,5,1,2,1,5,5,1
1154,Fc1cc(cc(F)c1)C[C@H](NC(=O)C)[C@H](O)C[NH2+][C@@]1(C[C@H]1C)c1cc(ccc1)C(C(F)F)(C)C,0.0,2,2,5,2,5,5,1,4,5,1
1155,Clc1ccccc1-c1cc(ccc1)C[NH+]1CCC2(N(S(=O)(=O)NC2)c2cc(F)ccc2)CC1C,0.0,1,1,1,1,4,2,5,3,3,2
1156,S1(=O)(=O)N(C2(CC([NH+](CC2)Cc2cc(OC(C)C)ccc2)C)CN1CC)c1cc(F)ccc1,0.0,5,3,5,4,4,2,5,1,3,1
1157,S1(=O)(=O)N(C2(CC([NH+](CC2)Cc2cc(OC(C)C)ccc2)C)CN1c1occn1)c1cc(F)ccc1,0.0,3,1,1,5,5,1,3,4,1,3
1158,O1c2c(cc(cc2)-c2ccccc2OC)C2(N=C(N)N(C)C2=O)CC1(C)C,0.0,2,1,5,3,4,1,1,4,4,2
1159,Clc1cc(cc(Cl)c1NC(=O)C(C)C)CNC(=[NH2+])NC(=O)Cn1c2c(cccc2)cc1,0.0,3,1,3,2,3,1,1,4,1,5
1160,s1cc(cc1C1([NH2+]CC(O)C(NC(=O)C)Cc2cc(F)cc(F)c2)CCCCC1)CC,0.0,4,5,1,4,1,4,3,5,3,3
1161,O=C(NC(C)C)c1ccc(cc1)-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccccc1,0.0,1,3,2,3,1,5,2,2,4,1
1162,O1CC2(N=C1N)c1cc(ccc1Oc1c2cc(OC)cc1)-c1ccc(cc1)C,0.0,4,3,1,2,3,4,1,5,4,1
1163,S(=O)(=O)(N(C)c1nc(N(CC2CC2C)C)cc(c1)C(=O)NC(C(O)CC(OC)COCc1ccc(OC)cc1)COc1cc(F)cc(F)c1)C,0.0,5,1,1,2,5,5,5,4,4,4
1164,S1(=O)(=O)CC(Cc2ccc(O)cc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)C)C1,0.0,2,4,2,4,2,3,3,2,4,5
1165,S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C)c1ccc(F)cc1)-c1onc(n1)C([NH3+])(Cc1ccccc1)C)C,0.0,1,1,3,5,3,5,2,3,2,5
1166,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1nn(cc1)C(C)(C)C,0.0,3,5,2,4,1,4,5,2,3,5
1167,Clc1cc2CC(N=C(NC(Cc3cscc3-c3ccncc3)C(=O)[O-])c2cc1)(C)C,0.0,3,5,4,3,5,1,3,1,3,2
1168,S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C(O)CC(OC)COCC1CC1)COc1cc(F)cc(F)c1)C(=O)NC(C)c1ccccc1)C,0.0,5,1,1,3,3,5,2,2,2,5
1169,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CC1)c1cc(N2C3CC(CC3)C2)ccc1,0.0,4,2,1,1,1,1,4,1,2,4
1170,S(=O)(=O)(N(C)c1cc2cc(c1)C(=O)NC(c1cc(COCC(NC2=O)C(O)CC(C(C)C)C(=O)NCC(C)C)ccc1)CCCOC)C,0.0,2,2,2,5,4,1,1,3,4,1
1171,Fc1ncccc1-c1cc2c(CC(CC23N=C(OC3)N)(C)C)cc1,0.0,5,5,4,5,4,4,2,1,4,2
1172,Clc1cc(-c2cc(ccc2)C2(N=C(OC2)N)c2ccc(OC)cc2)c(F)cc1,0.0,1,5,4,3,4,2,5,1,1,2
1173,Fc1ncccc1-c1cc(ccc1)[C@@]1(N=C(N)N(C)C1=O)c1cn(nc1)CC,0.0,1,2,4,5,3,1,3,5,5,1
1174,Clc1cc(cnc1)-c1cc2c(CC(CC23N=C(SC3)N)(C)C)cc1,0.0,5,5,1,5,4,1,5,2,3,4
1175,Fc1cc(cc(F)c1)CC(NC(=O)c1cc(cc(c1)C(=O)N(CCC)CCC)CC(OC)COC)C(O)C[NH2+]Cc1cc(OC)ccc1,0.0,4,1,4,5,2,4,4,2,1,2
1176,S1CC(N=C(N)C1)(C)c1cc(ccc1)-c1cc(OC)ccc1,0.0,2,3,2,3,3,3,5,5,1,3
1177,S1CCC(N=C1N)(C)c1cc(ccc1)-c1cc(OC)ccc1,0.0,4,2,3,2,3,2,5,5,4,3
1178,Clc1ccc(cc1)-c1cc2c(Oc3c(cc(OC)cc3)C23N=C(OC3)N)cc1,0.0,1,4,5,2,2,4,4,1,1,3
1179,Clc1ccc(nc1)C(=O)Nc1cc(ccc1)C1(N=C(OC1)N)C,0.0,2,5,5,3,2,2,2,4,5,1
1180,S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C(O)CC(OC)COCC=C)COc1cc(F)cc(F)c1)C(=O)NC(C)c1ccccc1)C,0.0,2,3,5,3,3,3,5,5,2,2
1181,S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C)c1ccc(F)cc1)-c1nc(on1)C([NH3+])(Cc1ccccc1)C)C,0.0,1,3,1,2,5,3,1,3,4,1
1182,Clc1cc(ccc1)-c1cc(ccc1)C1(N=C(OC1)N)c1ccc(OC)cc1,0.0,4,5,1,2,2,5,5,2,1,1
1183,O=C1N(Cc2ccc(cc2)CNC(=O)NCCCC)C(NC1(CC1CCCCC1)CC1CCCCC1)=N,0.0,2,2,3,1,2,4,3,3,2,5
1184,Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(ccc1)CC(C)(C)C,0.0,5,5,1,2,4,2,3,3,2,2
1185,O(C)c1ccc(cc1)C1(N=C(C(C)C)C(=N1)N)c1cc(ccc1)-c1cncnc1,0.0,5,1,2,2,3,1,2,4,5,4
1186,Clc1cnccc1-c1cc2c(Oc3c(cc(OC)cc3)C23N=C(OC3)N)cc1,0.0,4,4,3,5,4,2,1,3,2,3
1187,s1ccnc1N1S(=O)(=O)N(C2(CC([NH+](CC2)Cc2cc(OC(C)C)ccc2)C)C1)c1cc(F)ccc1,0.0,1,4,5,5,2,5,3,5,2,1
