Name,CAS #,smiles,human VDss (L/kg),human CL (mL/min/kg),"fraction unbound 
in plasma (fu)",MRT (h),terminal  t1/2 (h),Reference,Comments ,Notes,Year of first disclosure,MW,HBA,HBD,TPSA_NO,RotBondCount,moka_ionState7.4,MoKa.LogP,MoKa.LogD7.4
Ceforanide,60925-61-3,NCc1ccccc1CC(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)CSc4nnnn4CC(=O)O,0.17,0.66,0.19,4.3,3.0,"Pfeffer M, Gaver RC, and Van Harken DR (1980) Human pharmacokinetics of a new broad-spectrum parenteral cephalosporin antibiotic, ceforanide.  J. Pharm. Sci. 69: 398-403.",,,1976,519.55,13,4,193.6,10,anionic,-1.3,-4.7
Dabrafenib,1195765-45-7,CC(C)(C)c1nc(c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(s1)c4ccnc(N)n4,0.65,2.86,0.003,3.8,2.6,"Denton CL, Minthorn E, Carson SW, Young GC, Richards-Peterson LE, Botbyl J, Han C, Morrison RA, Blackman SC, Ouellet D. Concomitant Oral and Intravenous Pharmacokinetics of Dabrafenib, a BRAF Inhibitor, in Patients With BRAF V600 Mutation‐Positive Solid Tumors. J. Clin. Pharmacol. 2013, 53, 955-961.//ppb reported in PDR as 99.7%. https://www.pdr3d.com/detail.php?c=167028#section-13. Accessed August 4 2016.","N= 4. 70 kg average weight used. 50 ug iv of 14C-dabrafenib concomitant with 150 mg po. MRT from VDss and clearance. Animal data availble in 4 species (mouse, rat, dog and monkey).",,2009,519.56,7,2,110.9,5,neutral,5.3,5.2
Gisadenafil,334826-98-1,C(C)c1c2c(nn1CCOC)c(=O)nc([nH]2)c1c(OCC)ncc(c1)S(=O)(=O)N1CCN(CC1)CC,2.4,14.3,,2.8,4.0,"Kenny J. Watson, John Davis, and Hannah M. Jones. Application of Physiologically Based Pharmacokinetic Modeling to Understanding the Clinical Pharmacokinetics of UK-369,003. Drug Metabolism and Disposition 2011, 39, 1203–1213.","UK-369,003. MRT from VDss and Cl. 70 kg assumed for clearance. 1 mg/kg dose",,2001,519.62,12,1,135.5,10,cationic,0.96,0.26
Estramustine phosphate,4891-15-0,C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)N(CCCl)CCCl)ccc34)[C@@H]1CC[C@@H]2OP(=O)(O)O,0.12,0.94,0.5,2.1,2.4,"Hudes G, Haas N, Yeslow G, Gillon T, Gunnarsson PO, Ellman M, Nordle O, Eriksson B, Miller L, Cisar L, Kopreski M, Viaro D, and Hartley-Asp B (2002) Phase I clinical and pharmacologic trial of intravenous estramustine phosphate.  J. Clin. Oncol.  20: 1115-1127.  Gunnarsson PO, Andersson SB, Johansson SA, Nilsson T, and Plym-Forshell G (1984) Pharmacokinetics of estramustine phosphate (Estracyt) in prostatic cancer patients.  Eur. J. Clin. Pharmacol. 26: 113-119.//ppb: Charles D. Smith, Jack T. Zilfou, Xinqun Zhang, Gary R. Hudes, and Kenneth D. Tew. Modulation of P-Glycoprotein Activity by Estramustine Is Limited by Binding to Plasma Proteins. Cancer, 1995,75, 2597-2604.","Compartmental model parameters from Gunnarsson, et al. were used in the calculation of VDss.",,1964,520.38,7,2,96.3,8,anionic,5.0,1.0
Pseudohypericin,55954-61-5,Cc1cc(O)c2C(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6C(=O)c7c(O)cc(CO)c8c1c2c(c34)c(c56)c78,0.56,0.62,,15.0,20.0,"Kerb R, Brockmuller J, Staffeldt B, Ploch M, and Roots I (1996) Single dose and steady-state pharmacokinetics of hypericin and pseudohypericin.  Antimic. Agents Chemother.  40: 2087-2093.",,,1953,520.44,9,7,175.7,1,anionic,4.0,0.59
Moxalactam,64952-97-2,CO[C@]1(NC(=O)[C@H](C(=O)O)c2ccc(O)cc2)[C@H]3OCC(=C(N3C1=O)C(=O)O)CSc4nnnn4C,0.17,0.72,0.39,3.9,2.9,"Wise R, Baker S, and Livingston R (1980) Comparison of cefotaxime and moxalactam pharmacokinetics and tissue levels.  Antimic. Agents Chemother. 18: 369-371.  Standiford HC, Drusano GL, Bustamante CI, Rivera G, Forrest A, Tatem B, Leslie J, and Moody M (1986) Imipenem coadministered with cilastatin compared with moxalactam:  integration of serum pharmacokinetics and microbiologic activity following single-dose administration to normal volunteers.  Antimic. Agents Chemother. 29: 412-417.",Latamoxef.,,1977,520.47,15,4,206.3,9,anionic,-0.95,-4.2
Elinafide,162706-37-8,C(CCNCCN1C(=O)c2c(ccc3ccccc23)C1=O)NCCN1C(=O)c2c(ccc3ccccc23)C1=O,12.0,5.7,,35.2,52.6,"Phase I and Pharmacokinetic Study of LU79553, a DNA Intercalating Bisnaphthalimide, in Patients With Solid Malignancies Miguel A. Villalona-Calero, Joseph P. Eder, Deborah L. Toppmeyer, Lee F. Allen, Robert Fram, Raja Velagapudi, Michael Myers, Anthony Amato, Kathleen Kagen-Hallet, Betty Razvillas, Donald W. Kufe, Daniel D. Von Hoff, and Eric K. Rowinsky. Journal of Clinical Oncology, 2001 19, 857-869.",LU79553. N=14 across doses ranging from 2 to 24 mg/m2/day.,,1995,520.58,8,2,98.8,10,cationic,3.7,2.9
Beclomethasone dipropionate,5534-09-8,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]12C,0.29,36.0,0.13,0.1,0.5,"Daley-Yates PT, Price AC, Sisson JR, Pereira A, and Dallow N (2001)  Beclomethasone dipropionate: absolute bioavailability, pharmacokinetics and metabolism following intravenous, oral, intranasal and inhaled administration in man.    Br. J.. Clin. Pharmacol.  51: 400-409.  Beconase AQ Product Label",,,1964,521.04,7,1,107.0,8,neutral,4.0,4.0
Mometasone Furoate,83919-23-7,C(c1ccco1)(=O)O[C@]1([C@@]2([C@H]([C@@H]3[C@]([C@@]4(C(=CC(=O)C=C4)CC3)C)(Cl)[C@H](C2)O)C[C@H]1C)C)C(CCl)=O,2.2,12.7,0.01,2.9,4.4,Mometasone Furoate - FDA Approval PackageClinical Pharmacology and Biopharmaceutics Review 021067/S-000. Accessed through Pharmapendium on March7 2013. VDss reported on label in the same package.,70 kg assumed. 400 ug dose.,,1982,521.43,6,1,94.1,5,neutral,4.5,4.5
Apalcillin,63469-19-2,[H]N(C([C@@H](c1ccccc1)N([H])C(c1cnc2cccnc2c1O[H])=O)=O)[C@@H]1C2N(C1=O)[C@@H](C(=O)O[H])C(C)(C)S2,0.16,1.9,0.1,1.4,1.2,"Busch von U., Heinzel g., Seyfarth H., Mielenz H. Arzneim.-Forsch. 1982, 32, 1131-1135.  Investigation of the pharmacokinetics of apalcillin in man.",Data digitized is reported only for 1 subject (subject 3) AUC reported for individual subject in close agreement with reported clearance and AUC as well as for t1/2. N=7 and 70 kg average weight assumed. Subject # 3 in the middle of range and considered representative of cohort. Protein binding reported as approximately 90%.,,1977,521.55,11,4,161.8,8,anionic,1.8,-1.6
BI2536,755038-02-9,c12c(N(C(=O)[C@H](N1C1CCCC1)CC)C)cnc(n2)Nc1c(cc(C(=O)NC2CCN(CC2)C)cc1)OC,31.2,17.1,,31.3,40.1,"Peter M. Ellis, Quincy S. Chu, Natasha Leighl, Scott A. Laurie, Holger Fritsch, Birgit Gaschler-Markefski, Steve Gyorffy, Gerd Munzert.A Phase I Open-Label Dose-Escalation Study of Intravenous BI 2536 Together With Pemetrexed in Previously Treated Patients With Non–Small- Cell Lung Cancer. Clinical Lung Cancer, Vol. 14, No. 1, 19-27, 2013","Weighted average of 26 patients across six doses (Table 5) from 100 to 325 mg, administered as 1 hour infusion. 70 kg average weight assumed. ",,2004,521.65,10,2,102.9,7,cationic,4.3,2.8
Cefoselis,122841-10-5,CO\N=C(\C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C([O-])=O)C[n+]1ccc(N)n1CCO)c1csc(n1)N,0.3,1.77,,2.78,2.9,"Qiu et al. Cefoselis, Chin J Clin Pharmacol. 2009, 25, 207-210.","FK-037. N=5 each dosing regimen (1g cefoselis solfate in winnonlin analysis) 60 kg average weight. 1 hr infusion. (A Vss = 0.21 L/kg after 0.5 hr infusion 1g dose is reported by Wise et al. Antimicr Ag Chemother 1994, 38, 2369-2372. Compound named FK-037)",solfate,1989,522.56,14,4,205.1,9,anionic,-1.9,-4.2
CPW 86-363,84080-55-7,Cn1c(nnn1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N/OCC(=O)O)/c4cc[nH]n4)SC2)C(=O)O,0.22,1.83,,1.8,1.33,"U. GANZINGER, F. SCHATZ, H. HABERL, A. HASLBERGER, H. SCHIEL, G. HiTZENBERGER. Comparative pharmacokinetic analysis of latamoxef and CPW 86-363, a novel carboxy-pyrazol-cephalosporine and formation of N-methyl-thiotetrazole. Int. J. Clin. Pharmacol., Ther. and Toxicol., 1987,  25, 152-156.","N=8, 1 g dose iv bolus, 70 kg median weight reported. T1/2 as 0.693/β ",,1982,523.5,16,4,217.9,10,anionic,-1.2,-7.5
Odanacatib,603139-19-1,CC(C)(C[C@@H](C(=O)NC1(CC1)C#N)N[C@@H](c2ccc(cc2)c3ccc(cc3)S(=O)(=O)C)C(F)(F)F)F,1.63,0.19,,147.3,108.0," Zajic, Stefan; Rossenu, Stefaan; Hreniuk, David; Kesisoglou, Filippos; McCrea, Jacqueline; Liu, Fang; Sun, Li; Witter, Rose; Gauthier, Don; Helmy, Roy; Joss, Darrick; Ni, Tong; Stoltz, Randall; Stone, Julie; Stoch, S. Aubrey. The absolute bioavailability and effect of food on the pharmacokinetics of odanacatib: a stable-​label i.v.​/oral study in healthy postmenopausal women. drug Metab. Disp. 2016, 44, 1450-1458.","MK 0822. L-1037536. 1 mg dose iv, N=21-24, depending on parameter. All postmenopausal women. 70 kg average weight assumed. MRT from VDss and clearance. Essentially identical parameters obtained for unlabeled and labeled odanacatib after dose of 13C labeled odnacatib. Data from Table4.",,2003,525.56,6,2,99.1,9,neutral,3.7,3.7
Cefotiam,61622-34-2,CN(C)CCn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cc4csc(N)n4)C3=O)C(=O)O,0.26,5.8,0.5,0.76,0.84,"ANNE-MARIE BRISSON, ANDRE BRYSKIER, LAURETTE MILLERIOUX, AND JEAN-BERNARD FOURTILLAN. Pharmacokinetics of Cefotiam Administered Intravenously and Intramuscularly to Healthy Adults. Antimicrob. Agents Chemother. 1984, 26, 513-518 //ppb:  V. Querol-Ferrer, R. Zini, J.-P. Tillement. The blood binding of cefotiam and cyclohexanol, metabolites of the prodrug cefotiam hexetil, in-vitro. J. Pharm. Pharmacol. 1991, 43, 863-866","CGP 14221E. N=8, 5F/3M, 1000 mg iv dose, 59 kg average weight reported. Data reported in tabular fom and PK calculated via PKSolver. Reported AUC inf 47.8 ug.h.mL-1; calculated 48.7 47.8 ug.h.mL-1. Approximately 50% excreted renally.",,1976,525.63,13,3,172.5,10,zwitterionic,-1.2,-4.3
Daunorubicin,20830-81-3,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=O)OC)O)(C(=O)C)O)N)O,32.05,47.57,0.06,11.23,14.24,"Aquilur Rahman, Anita Goodman, Wayne Foo, Jimmie Harvey, Frederick P. Smith, and Philip S. Schein.  Clinical Pharmacology of Daunorubidn in Phase I Patients With Solid Tumors: Development of an Analytical Methodology for Daunorubicin and Its Metabolites. Sem. Oncol.,  1984, 11, 36-44.//ppb: Gillian Whitaker, Amy Lillquist, Stephanie A. Pasas, Robert O'Connor, Fiona Regan,Craig E. Lunte, Malcolm R. Smyth. CE-LIF method for the separation of anthracyclines: Application to protein binding analysis in plasma using ultrafiltration. J. Sep. Sci. 2008, 31, 1828 – 1833.",30 to 60 mg/m2 to patients with with normal hepatic and renal function. 1.73 m2/70kg conversion factor used. N not reported. MRT from clearance and VDss.,,1953,527.52,11,5,185.8,4,cationic,1.0,-1.6
Rolitetracycline,751-97-3,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)NCN4CCCC4)C(=O)c5c(O)cccc5[C@@]3(C)O,0.54,0.97,0.5,9.3,8.8,Dimmling T and Vanderbeke O (1975) Pharmakokinetik oral und intravenos verabreichbarer tetracyclinpraparate.  Med. Klin. 70: 279-285.  Rinati MV and Fleischmann L (1973) Legame con sieroproteine di alcune tetracicline e loro derivati idrosolubili. Cl. Terap. 71: 57-61.,Calculations made from reported C vs t data.  Plasma concentrations were determined using bioassay.,,1957,527.57,11,6,170.9,4,cationic,0.097,-4.1
Rocuronium,143558-00-3,CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N5CCOCC5)[N+]6(CC=C)CCCC6,0.21,3.7,0.54,0.95,1.6,"Cooper RA, Maddineni VR, Mirakhur RK, Wierda JM, Brady M, and Fitzpatrick KT (1993) Time course of neuromuscular effects and pharmacokinetics of rocuronium bromide (Org 9426) during isoflurane anaethesia in patients with and without renal failure.  Br. J. Anaesth. 71: 222-226.  Roy JJ and Varin F (2004) Physicochemical Br. J. Anaesth. (2000) 85 (5): 717-723. properties of neuromuscular blocking agents and their impact on the pharmacokinetic-pharmacodynamic relationship.  Br. J. Anaesth. 93: 241-248.",Org 9426,,1989,529.77,6,1,59.0,6,cationic,0.19,-0.28
BB 83698,325795-25-3,CC(C)(C)[C@H](NC(=O)[C@H](CC1CCCC1)CN(O)C=O)C(=O)N2CCN(Cc3ccc4OCOc4c3)CC2,1.1,3.1,0.2,5.9,9.4,"Ramanathan-Girish S, McColm J, Clements JM, Taupin P, Barrowcliffe S, Hevizi J, Safrin S, Moore C, Patou G, Moser H, Gadd A, Hoch U, Jiang V, Lofland D, and Johnson KW. Pharmacokinetics in animals and humans of a first-in-class peptide deformylase inhibitor. Antimic. Agents Chemother. (2004)  48: 4835-4842.",,,2001,530.66,10,2,111.6,9,neutral,2.1,2.1
Cobimetinib,934660-93-2,c1cc(c(cc1I)F)Nc2c(ccc(c2F)F)C(=O)N3CC(C3)([C@@H]4CCCCN4)O,15.4,2.8,0.05,96.6,68.8,"Luna Musib, Edna Choo, Yuzhong Deng, Steve Eppler, Isabelle Rooney, Iris T. Chan, and Mark J. Dresser. Absolute Bioavailability and Effect of Formulation Change, Food, or
Elevated pH with Rabeprazole on Cobimetinib Absorption in Healthy Subjects. Mol. Pharmaceutics 2013, 10, 4046−4054.//ppb: https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/206192s000lbl.pdf. Accessed May 09, 2017.","70 kg average weight assumed. N=13, 2 mg infusion in 30 minutes.",,2007,531.31,5,3,64.6,4,cationic,3.7,3.0
ZD-9331,153537-73-6,n1c(=O)c2cc(CN(c3ccc(C(=O)N[C@@H](CCc4nnn[nH]4)C(=O)O)c(c3)F)CC#C)c(C)cc2[nH]c1C,0.53,0.29,0.01,30.38,78.5,"Maja JA de Jonge, B Glimelius, Jaap Verweij, C van Groening en, J Bonneterre, EGE de Vries, S Culine, J Young ,7 Rob Smith,  J Droz. E¡ects of impaired renal function on the pharmacokinetics and toxicity of i.v. ZD9331, a novel non-polyglutamated thymidylate synthase inhibitor, in adult patients with solid tumors. Anti-Cancer Drugs 2002, 13,  645–653",Plevitrexed. NSC 696259. Data from subject with normal renal function. N=10. 70 kg average weight assumed. MRT from clearance and VDss.,,1993,532.53,12,4,169.8,11,zwitterionic,2.4,-2.6
Cefsulodin,62587-73-9,NC(=O)c1cc[n+](CC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@@H](c4ccccc4)S(=O)(=O)O)C3=O)C(=O)[O-])cc1,0.29,1.96,,2.47,1.64,"G. Richard Granneman, Lawrence T. Sennello,  Robert C. Sanders, Beverly Wynne, and Elizabeth W. Thomas. Cefsulodin kinetics in healthy subjects after intramuscular
and intravenous injection. Clin. Pharmacol. 1982, 31, 95-103.","CGP 7174/E. Structure and CAS number corresponding to free acid. N=13 across 3 doses (500 mg N=5; 1000 mg, N= 4; 2000 mg, N= 4). VDss from V1 and k12 and k21. MRT from VDss and clearance.",,1978,532.55,12,3,190.9,8,anionic,-3.7,-6.1
Dehydroandrographolide succinate,786593-06-4,O=C(O)CCC(=O)O[C@@H]3CC[C@@]2(C)[C@H](/C=C/C1=CCOC1=O)C(=C)CC[C@@H]2[C@]3(C)COC(=O)CCC(=O)O,0.13,2.0,,1.0,1.9,"Shuijun Li , DingYang, MengqiZhang, JuzhenZhou, RuiLi , ChuanLua, YunLiua YanmeiLiua
Yiping Wang, ChenYua. Determination of dehydroandrographolide succinate in humanplasma by liquid
chromatography tandem mass spectrometry(LC–MS/MS): Method development
validation and clinical pharmacokinetic study. Journal of Chromatography B, 878 (2010) 2274–2279.",Data digitized from mean plasma vs. time concentratrion profile in Fig. 5 (N=9). 1h-indfused dose of 160 mg corrected as free acid. 70 kg body weight assumed. MRT calculated from VDss and CL. T1/2 reported of 1.8h,,2004,532.58,10,2,153.5,13,anionic,2.0,-3.7
Aprepitant,170729-80-3,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1c3ccc(F)cc3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F,0.94,1.0,0.05,16.0,13.0,"Majumdar AK, Howard L, Goldberg, MR, Hickey L, Constanzer M, Rothenberg PL, Crumley TM, Panebianco D, Bradstreet TE, Bergman AJ, Waldman SA, Greenberg HE, Butler K,  Knops A, De Lepeleire I, Michiels N, and Petty KJ (2006) Pharmacokinetics of aprepitant after single and multiple oral doses in healthy volunteers.  J. Clin. Pharmacol. 46: 291-300.  Emend Product Label.",,,1995,534.43,7,2,75.2,6,neutral,4.1,4.1
Ceftobiprole,209467-52-7,Nc1nc(ns1)\C(=N\O)\C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)\C=C\4/CCN([C@@H]5CCNC5)C4=O,0.27,1.5,0.62,3.0,3.3,"Schmitt-Hoffmann A, Roos B, Schleimer M, Sauer J, Man A, Nashed N, Brown T, Perez A, Weidekamm E, and Kovacs P (2004) Single dose pharmacokinetics and study of a novel broad-spectrum cephalosporin (BAL5788) in healthy volunteers.  Anitmic. Agents Chemother.  48: 2570-2575.    Hebeisen P, Heinze-Krauss I, Angehrn P, Hohl P, Page MGP, Then RL (2001) In Vitro and In Vivo Properties of Ro 63-9141, a Novel Broad-Spectrum Cephalosporin with Activity against Methicillin-Resistant Staphylococci.  Anitmic. Agents Chemother.  45: 825-836.",Administered as a prodrg BAL-5788.,,1998,534.57,14,5,203.4,6,zwitterionic,-1.5,-4.0
AR-709,663214-64-0,CN(C)C(=O)c1c(c2cc(ccc2[nH]1)Cl)Cc3cc4c(cc(c(c4o3)OC)OC)Cc5cnc(nc5N)N,5.06,7.49,,11.27,44.55,"G. Lappin, M. J. Boyce,  T. Matzow, S. Lociuro,
M. Seymour, S. J. Warrington. A microdose study of 14C-AR-709 in healthy men: pharmacokinetics, absolute bioavailability and concentrations in key compartments of the lung. Eur. J. Clin. Pharmacol. 2013, 69, 1673-1682","AR-A014418. 100 ug dose, N=4, 70 kg assumed. Data digitized from plot (unchanged compound profile) reported and PK parameters calculated via PKSolver. Time point (but not concentration) corrected using text time point.",,2005,534.99,10,3,145.8,7,neutral,3.5,3.3
Tomopenem,222400-20-6,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@H]3C[C@H](N(C)C3)C(=O)N4CC[C@@H](C4)NC(=O)CNC(=N)N,0.23,1.9,0.91,2.0,1.7,"Shibayama T, Matsushita Y, Hirota T, Ikeda T, and Kuwahara S (2006) Pharmacokinetics of CS-023 (RO4908463), a novel parenteral carbapenem, in healthy male Caucasian volunteers.  Antimicr. Agents Chemother. 50: 4186-4188.  Shibayama T, Matsushita Y, Kawai K, Hirota T, Ikeda T, and Kuwahara S (2007) Pharmacokinetics and disposition of CS-023 (RO4908463), a novel parenteral carbapenem, in animals   Antimic. Agents Chemother. 51: 257-263.  ",,,1999,537.63,13,6,192.4,9,zwitterionic,-2.3,-4.7
Fluticasone furoate,397864-44-7,C[C@@H]1C[C@H]2C3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)SCF)OC(=O)c5ccco5)C)O)F)C)F,4.95,13.4,,,10.6,"Ann Allen, BA; Geoff Down, MB BS FFPM; Amy Newland, MSc; Karen Reynard, BSc; Vicki Rousell, BSc; Emma Salmon, MSc; and Rebecca Scott, PhD Absolute Bioavailability of Intranasal Fluticasone Furoate in Healthy Subjects. Clin. Ther, 2007, 29, 1415-1420","73 kg average weight, N= 16, 250 ug iv.",,2002,538.58,6,1,94.1,6,neutral,3.7,3.7
TZP 101,842131-33-3,[H]N1CCCc2ccccc2O[C@H](C)CN([H])[C@@H](C2CC2)C(N(C)[C@H](C)C(N([H])[C@H](Cc2ccc(cc2)F)C1=O)=O)=O,0.1,0.1,0.01,15.2,11.8,"Kenneth C. Lasseter, Laura Shaughnessy,  David Cummings, John C. Pezzullo,  William Wargin, Rene Gagnon, Jesus Oliva, and Gordana Kosutic. Ghrelin Agonist (TZP-101): Safety, Pharmacokinetics and Pharmacodynamic Evaluation in Healthy Volunteers: A Phase I, First-in-Human Study. J. Clin. Pharmacol. 2008; 48; 193-202//  ppb: Wargin, William; Thomas, Helmut; Clohs, Lilian; St-Louis, Carl; Ejskjaer, Niels; Gutierrez, Maria; Shaughnessy, Laura; Kosutic, Gordana. Contribution of protein binding to the pharmacokinetics of the ghrelin receptor agonist TZP-​101 in healthy volunteers and adults with symptomatic gastroparesis: two randomized, double-​blind studies and a binding profile study. Clin. Drug Invest., 2009, 29, 409-418.","Ulimorelin. Data digitized and calculations performed via WinNonLin.  N=6 each group, 20 and 600 ug/kg examined (N=12 overall) and averaged, linear PK and very good agreement with reported values.  PPB > 99% as reported by Wargin et al. Clin. Drug Invest. 2009, 29(6),409-418.In rat dog and monkey reported as 85, 85 and 83% respectively.",,2005,538.65,8,3,99.8,3,cationic,4.3,3.7
Mezlocillin,51481-65-3,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(C3=O)S(=O)(=O)C)c4ccccc4)C(=O)N2[C@H]1C(=O)O,0.09,2.1,0.7,0.71,1.2,"Modr Z, Dvoracek K, Janku I, and Krebs V (1982) Beitrag zur pharmakokinetik und dosierung von mezlocillin bei intravenoser infusion. Infection 10(Supp 3): s190-s195.   Bergan T (1984) Pharmacokinetics of beta-lactam antibiotics.  Scand. J. Infect. Dis. 42(Suppl): 83-98.",VDss calculated using micro rate constants reported in the reference.  ,,1974,539.58,13,3,173.5,6,anionic,1.0,-2.3
Nintedanib,656247-17-5,CN1CCN(CC1)CC(=O)N(C)c2ccc(cc2)N/C(=C\3/c4ccc(cc4NC3=O)C(=O)OC)/c5ccccc5,15.0,19.9,0.02,12.6,9.5,"OFEV. PDR. Accessed January 20 2015. http://www.pdr3d.com/detail.php?c=135426. Same clearance, MRT and VDss, t1/2 data also reported in: Claudia Dallinger, Dirk Trommeshauser,  Kristell Marzin  Andre Liesener, Rolf Kaiser, and Peter Stopfer. Pharmacokinetic properties of nintedanib in healthy volunteers and patients with advanced cancer. Published ahead of print, April 20 2016. J. Clin. Pharmacol. 2016. DOI: 10.1002/jcph.752","70 kg average weight assumed. MRT from Clearance and VDss. Nintedanib follows bi-phasic disposition kinetics. After intravenous infusion, a high volume of distribution which was larger than total body volume (Vss: 1050 L) was observed.
The in vitro protein binding of nintedanib in human plasma was high, with a bound fraction of 97.8%. Serum albumin is considered to be the major binding protein. Nintedanib is preferentially distributed in plasma with a blood to plasma ratio of 0.87.
Elimination: The effective half-life of nintedanib in patients with IPF was 9.5 hours (gCV 31.9%). Total plasma clearance after intravenous infusion was high (CL: 1390 mL/min; gCV 28.8%). Urinary excretion of unchanged drug within 48 hours was about 0.05% of the dose after oral and about 1.4% of the dose after intravenous administration; the renal clearance was 20 mL/min.",,2001,539.62,9,2,94.2,8,cationic,3.8,3.4
Ciclesonide,126544-47-6,C1(C=C[C@@]2([C@H]3[C@H](C[C@@]4([C@@]5([C@@H](C[C@@H]4[C@@H]3CCC2=C1)O[C@H](C1CCCCC1)O5)C(COC(C(C)C)=O)=O)C)O)C)=O,2.9,33.3,0.01,1.45,1.04,"Nave R. Clinical pharmacokinetic and pharmacodynamic profile of inhaled ciclesonide. Clin Pharmacokinet. 2009, 48(4), 243–252.","Data from review article Clin. Pharmacokinet. 2009, 48, 243-252, confirmed by Dr. R. Nave, e-mail 7/27/2009. VDss 2.9 L/kg and 2.0 L/h/kg.  No full publication available for this presentation/abstract. MRT from VDss and clearance.// Nave R, Bethke TD, van Marle SP, Zech K (2004) Pharmacokinetics of [14C]ciclesonide after oral and intravenous administration to healthy subjects. Clin. Pharmacokin. 43(7) 479-486.//N=6, 0.64 mg dose, 72.6 kg average weight, MW = 540.69, 10' infusion.  Lower VDss (~ 10-fold) and Cl (~ 22 mL/min/kg).","E-mail message, July 27 2009. For ciclesonide our focus is always the active metabolite. Nevertheless we have generated a few data for the parent compound ciclesonide following iv administration (reference 29 of the review manuscript). The data of this study were presented in 2002 on a congress and in the abstract the following is stated: ""The mean volume of distribution was 2.9 l/kg and the total clearance was 2.0 l/h/kg for the parent compound following intravenous administration"". Sorry, there is no full publication available for this study. 
The reference 28 is on the ADME of 14C-ciclesonide and there may be limintations in terms of PK of the parent compound (for example number of subjects and sensitivity of the bioanalytical assay). ",1992,540.69,7,1,99.1,6,neutral,4.8,4.8
