ID;Canonical_Smiles;hlm_clearance[mL.min-1.g-1];rlm_clearance[mL.min-1.g-1];mlm_clearance[mL.min-1.g-1];caco2_PAPP[10^-7cm/s];Set_hlm;Set_rlm;Set_mlm;Set_caco
CHEMBL2207278;O[C@H](CNC(=O)c1cnc(O)c2cc(F)ccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4;9;;;;Train;;;
CHEMBL112246;CCOC(=O)N1CCC(CC1)Nc2cc(OC)ccn2;4;;;;Ext;;;
CHEMBL1770477;CCOc1ccc2oc(C(=O)NC(CCSC)c3nc4cccnc4[nH]3)c(C)c2c1;150;;;;Train;;;
CHEMBL556680;O=C(CC12CC3CC(CC(C3)C1)C2)Nc4cccc5C(=O)N(C[C@H]6CCCN6)C=Cc45;15;;;;Train;;;
CHEMBL390674;Cc1cc(Oc2ccc3OCOc3c2)nc(Oc4ccc(cc4)n5ccnc5)n1;3;;;;Ext;;;
CHEMBL1916269;CCC(CC)NC(=O)c1cnn(C)c1NS(=O)(=O)c2ccc(C)cc2;13;;;;Train;;;
CHEMBL1800656;CCN(CCNCCc1ccc(O)c2nc(O)sc12)C(=O)CCOCCc3ccccc3;82;;;;Ext;;;
CHEMBL271012;C[C@H](CO)Nc1nc(SCc2ccccc2F)nc3nc(O)sc13;3;;;;Train;;;
CHEMBL1782167;Cc1ccc(cc1c2ccc(nc2)C(=O)NCC3CC3)C(=O)NC4CC4;3;;;;Train;;;
CHEMBL1944694;COc1ccccc1CCNCc2ccc(CCNC[C@H](O)c3ccc(O)c4nc(O)sc34)cc2;25;;;;Test;;;
CHEMBL1783119;COc1ccc(cc1)C(=O)NCc2cn(nn2)c3cc(C)nc4ccc(OC)cc34;64,57;;;;Train;;;
CHEMBL1645135;C[C@H](NC(=O)c1cccc2CCN(Cc3ccc(Cl)cc3)c12)c4ccc(cc4)C(=O)O;15,85;;;;Train;;;
CHEMBL2207660;Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]nc3C(F)(F)F)CC2)c1Cl;3;;;;Test;;;
CHEMBL205133;Nc1c(cnn1c2ccc(F)cc2)C(=O)c3cccc(OC[C@H](O)CO)c3;3;;;;Train;;;
CHEMBL1916283;C[C@@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3)C(C)(C)C;42;;;;Train;;;
CHEMBL369311;CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C;16;;;;Train;;;
CHEMBL1807821;O[C@@H](CNCCCOCCOCCc1ccccc1)c2ccc(O)c3nc(O)sc23;9;;;;Train;;;
CHEMBL2158834;OC(=O)c1cccnc1N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2;4;;;;Train;;;
CHEMBL2171047;Cc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(C)c4Cl;3;;;;Test;;;
CHEMBL379350;CCN(CC)c1ccc2C=C(C(=O)C)C(=O)Oc2c1;120,23;;;;Train;;;
CHEMBL1644374;O(c1ccccc1)c2nccc3ccccc23;150;;;;Train;;;
CHEMBL2208423;O[C@H](CNC(=O)c1cccc(c1)C#N)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3;4;;;;Train;;;
CHEMBL1221681;O[C@@H](CN[C@H]1CCC[C@@H]1OCc2ccccc2)c3ccc(O)c4nc(O)sc34;26;;;;Test;;;
CHEMBL1468936;CCOC(=O)c1c(nc2cc(C)ccn12)c3ccccc3;150;;;;Test;;;
CHEMBL1290184;Cc1cccc(CN2CCC3(CC2)CCN(CC3)C(=O)c4ccccc4)c1;13,5;;;;Train;;;
CHEMBL1144;CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12;3;;;;Test;;;
CHEMBL395340;CC[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(NC(C)C)sc13;42;;;;Train;;;
CHEMBL1164165;Oc1nc(nc2ccccc12)c3ccc(cc3)[N+](=O)[O-];53,7;;;;Ext;;;
CHEMBL2170985;Nc1ncnc2c1ncn2[C@@H]3O[C@H](CSCCCNC(=O)NCc4ccccc4)[C@@H](O)[C@H]3O;21,38;;;;Train;;;
CHEMBL255536;COc1ccc(CC(=O)NC(\N=C(/NC#N)\Nc2ccccc2C)C(C)(C)C)cc1OC;150;;;;Train;;;
CHEMBL2348645;CNc1nc(C)c(s1)c2nc(Nc3cccc(c3)N4CCCCC4)ncc2C#N;95,5;;;;Train;;;
CHEMBL1829763;C[C@H](N1CC[C@@](CCO)(OC1=O)c2ccc(F)cc2)c3ccc(cc3)c4ccc(F)cc4F;14,13;;;;Test;;;
CHEMBL91428;COc1cc2ncnc(Nc3cc4ccccc4cn3)c2cc1OC;30,9;;;;Test;;;
CHEMBL1934421;C[C@H](NC(=O)c1c(C)nn(C2CCN(CC(F)(F)F)CC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C;3;;;;Ext;;;
CHEMBL1945291;COc1ccccc1CN(C)Cc2cccc(CCNC[C@H](O)c3ccc(O)c4nc(O)sc34)c2;45;;;;Train;;;
CHEMBL1951575;CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c3ccc(cc3Cl)C4CC4)c1;3;;;;Ext;;;
CHEMBL1703518;CCN(CC)S(=O)(=O)c1ccc(cc1)c2oc(SCC(=O)N3CCc4ccccc34)nn2;150;;;;Test;;;
CHEMBL423;CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1;3;;;;Train;;;
CHEMBL1770297;CCOc1ccc2oc(C(=O)NC(CCSC)c3nc4ccccc4[nH]3)c(C)c2c1;37;;;;Train;;;
CHEMBL210887;OCCCn1c(NC(=O)c2cccc(c2)[N+](=O)[O-])nc3ccccc13;112,2;;;;Train;;;
CHEMBL2018953;Clc1ccc(CNc2nc(nc3ncccc23)N4CCN(CC4)C(=O)[C@H]5CCCCN5)c(Cl)c1;24;;;;Train;;;
CHEMBL1916271;CCN(C1CCCCC1)C(=O)c2cnn(c2NS(=O)(=O)c3ccc(cc3)c4ocnc4)c5ccccc5;137;;;;Train;;;
CHEMBL2018964;COc1cccc2c1c(NS(=O)(=O)c3ccc(Cl)s3)nn2Cc4cccc(CNC(=O)C)c4;44;;;;Ext;;;
CHEMBL258282;CN1CCN(CCOc2[nH]nc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1;30,2;;;;Test;;;
CHEMBL1916264;CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3Cl;72;;;;Train;;;
CHEMBL2361579;Cc1cc2cc(C)c3nnc(SCC(=O)N4CCN(CC4)C(=O)c5occc5)n3c2cc1C;150;;;;Test;;;
CHEMBL257027;C[C@H](CO)Nc1nc(SCc2ccccc2)nc3[nH]c(O)nc13;3;;;;Train;;;
CHEMBL108;NC(=O)N1c2ccccc2C=Cc3ccccc13;7;;;;Train;;;
CHEMBL1789274;CNCC[C@@H](Oc1cc(OC)ccc1C#N)c2ccccc2;26;;;;Train;;;
CHEMBL235392;Clc1ccc(CN2CC3CNCC(C2)O3)cc1C(=O)NCC45CC6CC(CC(C6)C4)C5;15;;;;Train;;;
CHEMBL2207655;CC1(O)CN(C1)S(=O)(=O)c2ccc3c(cnc(O)c3c2)C(=O)NC[C@@H](O)CN4CCC(CC4)Oc5ccc(Cl)c(Cl)c5;18,33;;;;Train;;;
CHEMBL1927707;Oc1ccccc1CCC(=O)Nc2ccccc2;30;;;;Train;;;
CHEMBL267744;OC(=O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl;82;;;;Train;;;
CHEMBL1094250;C[C@@H](CNC(=O)c1c(O)c(O)cc2c(O)c(c(C)cc12)c3c(C)cc4c(C(=O)NC[C@H](C)c5ccccc5)c(O)c(O)cc4c3O)c6ccccc6;34,67;;;;Train;;;
CHEMBL304087;COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1c4ocnc4;120;;;;Test;;;
CHEMBL1945298;O[C@@H](CNCCOc1cccc(CNCCc2ccccc2F)c1)c3ccc(O)c4nc(O)sc34;14;;;;Test;;;
CHEMBL2181928;C[C@@H]1CN([C@@H](CO1)c2ccccc2)c3ccc4OCC(=O)Nc4n3;11,75;;;;Train;;;
CHEMBL1526668;O=C(N1CCCCC1)c2csc3CCCCc23;117,49;;;;Ext;;;
CHEMBL1643199;Cc1cc(CN2CCc3ccccc3C2C(=O)Nc4ccc(Cl)cc4Cl)ccc1OCC(=O)O;15;;;;Train;;;
CHEMBL2139925;CCc1nc2ccc(cn2c1N(C)Cc3cccs3)C(=O)NCc4ccc5OCOc5c4;150;;;;Test;;;
CHEMBL239767;Oc1cc(ccc1NC(=O)Nc2ccccc2Br)[N+](=O)[O-];3;;;;Train;;;
CHEMBL100979;Cc1nc2ccccn2c1c3ccnc(N)n3;50,12;;;;Train;;;
CHEMBL522460;Cc1ccccc1CN2CCC(CC2)N3CCC(CC3)n4c(O)nc5ccccc45;24;;;;Train;;;
CHEMBL1831214;NC(=O)Nc1cc(sc1C(=O)N)c2ccccc2;27;;;;Train;;;
CHEMBL244184;Cc1cnc(Oc2ccc(cc2)n3ccnc3)nc1Oc4ccc5OCOc5c4;3;;;;Train;;;
CHEMBL1194325;OC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c4cccs4)c5cccs5;140;;;;Ext;;;
CHEMBL1916084;Cc1ccc(cc1)S(=O)(=O)Nc2c(cnn2c3ccccc3)C(=O)NC4CCCCC4;60;;;;Ext;;;
CHEMBL521809;Oc1nnc(Cc2cccc(c2)C(=O)N3CCN(CC3)c4ncccn4)c5ccccc15;150;;;;Test;;;
CHEMBL2097971;COc1ccc2nc(C)cc(OCC(=O)Nc3ccccc3OC)c2c1;138,04;;;;Train;;;
CHEMBL2207656;O[C@H](CNC(=O)c1cnc(O)c2c(F)cccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4;6;;;;Train;;;
CHEMBL521851;CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cccc6[nH]ncc56)CC1;14,79;;;;Train;;;
CHEMBL9967;CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc4cccnc24)CC1;3;;;;Train;;;
CHEMBL1939414;Nc1nc(Nc2cccc(Br)c2)c3[nH]cnc3n1;16;;;;Train;;;
CHEMBL1448843;O=C(CSc1ccccc1)N2CCN(CC2)C(=O)c3occc3;12,3;;;;Train;;;
CHEMBL2181926;CCO\C(=C/1\[C@@H](C(=C(C)N=C1C)C(=O)C)c2cccc3C(=O)C=C(C)Oc23)\O;150;;;;Train;;;
CHEMBL2324355;Cc1nocc1C(=O)Nc2ccc(c(N)n2)c3ccccc3OC(F)(F)F;3;;;;Test;;;
CHEMBL2171034;Fc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4;11;;;;Train;;;
CHEMBL2326624;COc1cccc2c1c(NS(=O)(=O)c3ccc(Cl)s3)nn2Cc4cccc(CNC(=O)[C@@H]5COCCN5)c4;40,5;;;;Train;;;
CHEMBL360106;CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)[N+](=O)[O-];13;;;;Train;;;
CHEMBL2312185;CNc1nc(C)c(s1)c2nc(Nc3cccc(c3)N4CCCNCC4)ncc2C#N;27,54;;;;Test;;;
CHEMBL421604;CS(=O)(=O)Nc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3nc(O)sc23)cc1;28;;;;Train;;;
CHEMBL1425658;C(N1CCN(CC1)c2nc3ccccc3s2)c4nnnn4Cc5cccs5;99;;;;Train;;;
CHEMBL2048873;N[C@@H]1CCCN(C1)c2c(\C=C\3/SC(=O)NC3=O)cccc2c4ccncc4;8,51;;;;Test;;;
CHEMBL1807818;O[C@@H](CNCCCSCCOCCc1ccccc1)c2ccc(O)c3nc(O)sc23;33;;;;Train;;;
CHEMBL451;CNC1=Nc2ccc(Cl)cc2C(=[N+]([O-])C1)c3ccccc3;5,75;;;;Train;;;
CHEMBL2171040;COc1ccccc1S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4;3;;;;Train;;;
CHEMBL452273;COCCNCc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2;3;;;;Train;;;
CHEMBL75435;C[C@H](C(=O)O)c1cccc(c1)C(=O)c2ccccc2;3;;;;Train;;;
CHEMBL481230;COc1cc2c(Nc3ccc(F)c(Cl)c3)c(cnc2cc1OCCN(C)CCO)C(=O)N;27,54;;;;Train;;;
CHEMBL2325503;CS(=O)(=O)c1ccc(nc1)c2nnc(\C=C\c3oc(nn3)c4ccc(cc4)C#N)n2c5ccccc5Cl;3;;;;Train;;;
CHEMBL2031237;CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cncs5)ccc4C;3;;;;Train;;;
CHEMBL404609;NC(=O)Nc1sc(cc1C(=O)N)c2ccccc2;21;;;;Test;;;
CHEMBL1770476;CCOc1ccc2oc(C(=O)NC(CCSC)c3nc4ccncc4[nH]3)c(C)c2c1;17;;;;Train;;;
CHEMBL2216870;CC[C@H](Nc1ncnc2[nH]cnc12)C3=Nc4cccc(F)c4C(=O)N3c5ccccc5;21,88;;;;Train;;;
CHEMBL1962788;Clc1ccccc1N2NC3=CC(=O)N4CCCN(Cc5ccccc5)CC4=C3C2=O;32,36;;;;Train;;;
CHEMBL2031464;CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(ccc4C)C(=O)NC5CCC5;5;;;;Train;;;
CHEMBL2323239;O=C(CSC1=NC2=C(SCC2)C(=O)N1c3ccccc3)Nc4ncc(s4)c5ccccc5;150;;;;Train;;;
CHEMBL1240967;CC(C)(Cc1cccc(CC(=O)NCc2cccc(c2)c3ccc(O)cc3)c1)NC[C@H](O)c4ccc(O)c(NS(=O)(=O)C)c4;99;;;;Train;;;
CHEMBL29609;Cc1cc(CCCOc2c(C)cc(cc2C)c3noc(n3)C(F)(F)F)on1;14,45;;;;Train;;;
CHEMBL2171278;Cc1ccc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c3cccc4cccnc34)c(C)c1;150;;;;Train;;;
CHEMBL119385;Fc1ccc(SC2=NN3C=NC(=O)C(=C3C=C2)c4c(Cl)cccc4Cl)c(F)c1;3;;;;Ext;;;
CHEMBL111402;Oc1ccc(CCNCCCSCCOCCc2cccc3ccccc23)c4sc(O)nc14;36;;;;Train;;;
CHEMBL1490317;Cc1onc(NC(=O)CSc2nc(C)cc(C)n2)c1;150;;;;Train;;;
CHEMBL1934413;C[C@H](NC(=O)c1c(C)nn(C2CCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C;11;;;;Train;;;
CHEMBL594684;Cc1onc(NS(=O)(=O)c2ccc(Cl)cc2)c1;3;;;;Train;;;
CHEMBL550637;Cc1ccc(cc1NC(=O)CC23CC4CC(CC(C4)C2)C3)C(=O)N5CC6CNCC(C5)O6;71,25;;;;Train;;;
CHEMBL2326623;COc1cccc2c1c(NS(=O)(=O)c3ccc(Cl)s3)nn2Cc4cccc(CNC(=O)[C@H]5COCCN5)c4;58,5;;;;Train;;;
CHEMBL1807827;O[C@@H](CNCCSCCCNCCc1cccc(Cl)c1)c2ccc(O)c3nc(O)sc23;8;;;;Train;;;
CHEMBL2331843;CCc1[nH]c2nc(Sc3cnc4ccc[n+]([O-])c4c3)nc(N5CC[C@@H](N)C5)c2c1Cl;51,29;;;;Ext;;;
CHEMBL314034;CSc1nc(nn1Cc2ccccc2)c3ccccc3;116;;;;Train;;;
CHEMBL111775;Oc1ccc(CCNCCNC(=O)CCOCCc2ccccc2)c3sc(O)nc13;25;;;;Train;;;
CHEMBL272551;O=S(=O)(N1CCN(Cc2ccccc2)CC1)c3ccccc3;64;;;;Train;;;
CHEMBL105462;C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc3c[nH]cn3)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)N[C@H](Cc6ccccc6)C(=O)N[C@@H](CCCCN)C(=O)N;61,66;;;;Test;;;
CHEMBL1080786;N[C@@H](Cc1cccs1)C(=O)N[C@]2(C[C@H]2c3ccccc3)C#N;41;;;;Test;;;
CHEMBL219861;CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccccc34)c2C(=O)N5C[C@H](O)CO5;30;;;;Train;;;
CHEMBL193544;CN1CCC(CC1)Oc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23;22;;;;Train;;;
CHEMBL424451;COc1ccc(C)c(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1;150;;;;Train;;;
CHEMBL457;Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1;29,51;;;;Ext;;;
CHEMBL496929;OCCc1ccc(NC(=O)c2cc3cc(Cl)ccc3[nH]2)cc1;10,72;;;;Train;;;
CHEMBL2107366;C[C@H](c1c[nH]c(S)n1)c2cccc(C)c2C;24,55;;;;Train;;;
CHEMBL2069623;Nc1ncnc2c1c(COc3cccc(Cl)c3)nn2C4CCOCC4;46,77;;;;Train;;;
CHEMBL1645392;Cc1onc(C)c1c2ccc(CNS(=O)(=O)c3c(C)onc3C)cc2;60,26;;;;Ext;;;
CHEMBL1164033;CN(C)CCOc1cc(NS(=O)(=O)c2c(Cl)cc(cc2Cl)C(F)(F)F)ccc1Cl;14,13;;;;Train;;;
CHEMBL2207661;O[C@H](CNC(=O)c1c[nH]nc1C2CC2)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4;9;;;;Train;;;
CHEMBL558748;Clc1ccc2ncccc2c1C(=O)NCC3CCCCC3;150;;;;Train;;;
CHEMBL2207658;O[C@H](CNC(=O)c1c[nH]nc1C(F)(F)F)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3;3;;;;Train;;;
CHEMBL2062774;CCOc1noc2cc(OCCC3CCN(CC3)c4ccc(C)nn4)ccc12;30,2;;;;Train;;;
CHEMBL198497;CCN(C1CCN(CCC(c2ccccc2)c3ccc(NC(=O)C)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C;3;;;;Train;;;
CHEMBL1201753;O[C@H](C[C@H](O)\C=C\c1c(nc2ccccc2c1c3ccc(F)cc3)C4CC4)CC(=O)O;3;;;;Ext;;;
CHEMBL127066;Oc1nc(nc2ccccc12)c3ccccc3;150;;;;Train;;;
CHEMBL1194759;CCCC1CCCCC(=N1)N;3;;;;Train;;;
CHEMBL2094588;Clc1ccc(cc1)C(=O)CN2C3=NCCN3c4ccccc24;4;;;;Train;;;
CHEMBL1738761;NCC[C@@H](Oc1cc(Cl)ccc1C#N)c2ccccc2;4;;;;Train;;;
CHEMBL2207281;OCCNS(=O)(=O)c1ccc2c(cnc(O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4;6;;;;Train;;;
CHEMBL1916270;CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)c2ccc(cc2)c3ocnc3)c4ccccc4;27;;;;Train;;;
CHEMBL1609158;CCCC(=O)Nc1ccc(Cl)c(c1)c2oc3cccnc3n2;150;;;;Train;;;
CHEMBL1874317;Fc1cccc(F)c1C(=O)OC(CNc2ncc(cc2Cl)C(F)(F)F)CC#N;150;;;;Train;;;
CHEMBL564535;CN(C)C[C@H](O)Cc1ccc(Cl)c(c1)C(=O)NCC23CC4CC(CC(C4)C2)C3;11;;;;Train;;;
CHEMBL1221702;C[C@H]1CN=C(N)c2sccc2O1;7;;;;Train;;;
CHEMBL217943;Oc1c(ccc2cccnc12)C(=O)NCc3ccccc3;49;;;;Train;;;
CHEMBL1916260;CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)C2CCCC2)c3ccccc3;3;;;;Train;;;
CHEMBL2171025;Oc1onc(n1)c2ccc(cc2)C(=O)N3CCC(CC3)N4CCC(CC4)Oc5ccc(Cl)c(Cl)c5;3;;;;Train;;;
CHEMBL1427959;O=C(Nc1nc2ccccc2s1)c3ccccc3;150;;;;Train;;;
CHEMBL2158827;OC(=O)Cc1ccc(cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2;3;;;;Train;;;
CHEMBL1916273;CC(C)NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3;12;;;;Train;;;
CHEMBL1537460;COc1ccccc1C(=O)Nc2ccc(Cc3ccncc3)cc2;7;;;;Train;;;
CHEMBL217899;CCc1nn(C2CCCC2)c3c1CCn4c(nnc34)c5cccs5;22;;;;Train;;;
CHEMBL2031233;CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)C5CC5)ccc4C;4;;;;Train;;;
CHEMBL370492;CCc1nc2cc(O)ccc2c(Oc3ccc(\C=C\C(=O)O)cc3)c1c4ccccc4;11,22;;;;Train;;;
CHEMBL479;CSc1ccc2Sc3ccccc3N(CCC4CCCCN4C)c2c1;50;;;;Train;;;
CHEMBL1944693;COc1ccccc1CCNCc2cccc(CCNC[C@H](O)c3ccc(O)c4nc(O)sc34)c2;19;;;;Train;;;
CHEMBL2171277;Cc1ccc(NC(=O)[C@H]2CCCN2S(=O)(=O)c3cccc4cccnc34)c(C)c1;150;;;;Test;;;
CHEMBL2208432;O[C@H](CNC(=O)N1C(=O)Nc2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4;3;;;;Train;;;
CHEMBL1645105;COc1ccc(cn1)c2ccc3nc(N)sc3c2;7,76;;;;Train;;;
CHEMBL2158821;OC(=O)[C@H](N1CCC(CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)CC1)c4ccccc4;3;;;;Train;;;
CHEMBL2023704;COc1ccc(cc1)c2ccnc(N)n2;41;;;;Train;;;
CHEMBL1770298;Cc1ccc(s1)C(NC(=O)c2ccccc2O)C(=O)Nc3c(C)cccc3C;43;;;;Train;;;
CHEMBL2207276;Cc1cc(Cl)ccc1OC2CCN(C[C@H](O)CNC(=O)c3cnc(O)c4cc(ccc34)S(=O)(=O)C)CC2;14;;;;Train;;;
CHEMBL1734492;NC(=O)NC(=O)C(Nc1ccc2CCCc2c1)c3ccccc3;27,54;;;;Train;;;
CHEMBL22442;CCCC1=CC(=CC(=O)N1Cc2ccc(cc2)c3ccccc3c4nn[nH]n4)OCc5ccccc5;20,42;;;;Train;;;
CHEMBL2207669;O[C@H](CNC(=O)c1cnc(O)c2ccccc12)CN3CCC(CC3)Oc4ccc(C#N)c(Cl)c4;21,5;;;;Train;;;
CHEMBL1290284;COc1cc(cc(OC)c1O)C(=O)OCCCCN=C(N)N;3;;;;Train;;;
CHEMBL114500;COc1ccnc(NC2CCN(CC2)C(=O)c3ccc(cc3)C#N)c1;3;;;;Ext;;;
CHEMBL271023;O=S(c1ccccc1)c2ccc3nnnn3n2;150;;;;Ext;;;
CHEMBL2171048;Cc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)cc4C;6;;;;Ext;;;
CHEMBL1614705;OCC(=O)N1CCC(CC1)c2[nH]nc(c3ccc(Cl)cc3F)c2c4ccncn4;3;;;;Train;;;
CHEMBL1683934;O[C@@H](CNCCCCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4ccc(O)c5nc(O)ccc45;19,5;;;;Train;;;
CHEMBL1956163;O=C(Nc1cccc2cccnc12)[C@@H]3CC[C@H](CC3)N4C(=O)[C@@H]5[C@@H]6CC[C@@H](C6)[C@@H]5C4=O;24,55;;;;Train;;;
CHEMBL2170992;CC(C)c1ccc(NC(=O)NCCCSC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3cnc4c(N)ncnc34)cc1;125,89;;;;Train;;;
CHEMBL855;Cc1ccc(cc1)\C(=C/CN2CCCC2)\c3ccccn3;8;;;;Train;;;
CHEMBL1945289;COc1ccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4nc(O)sc34)c2)cc1;62;;;;Train;;;
CHEMBL559078;CCCCC(CC)CNC(=O)c1cc(ccc1Cl)N2N=CC(=O)NC2=O;24;;;;Train;;;
CHEMBL390191;C[C@H](CO)Nc1nc(SCc2csc(C)n2)nc3nc(N)sc13;3;;;;Train;;;
CHEMBL403225;C[C@H](CO)Nc1nc(SCc2cccc(Cl)c2F)nc3nc(O)sc13;8,67;;;;Train;;;
CHEMBL396043;C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(NC4CC4)sc13;66;;;;Ext;;;
CHEMBL585640;CCn1c(SCC(=O)Nc2cccc(C)c2)nnc1c3ccccc3;150;;;;Train;;;
CHEMBL1947157;O[C@@H](CNCCc1cccc(CNCCc2c(Cl)cccc2Cl)c1)c3ccc(O)c4nc(O)sc34;63;;;;Train;;;
CHEMBL1807872;O[C@@H](CNCCCOCCNCCc1cccc(Cl)c1)c2ccc(O)c3nc(O)sc23;3;;;;Train;;;
CHEMBL1956334;CC(=O)c1ncccc1NC(=O)[C@@H]2CC[C@H](CC2)N3C(=O)[C@@H]4[C@@H]5CC[C@@H](C5)[C@@H]4C3=O;16,6;;;;Ext;;;
CHEMBL208487;CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CC[C@@H](O)C4;27;;;;Train;;;
CHEMBL491758;Fc1cnc(Nc2ccccc2)nc1Nc3ccccc3;7;;;;Train;;;
CHEMBL714;CC(C)(C)NCC(O)c1ccc(O)c(CO)c1;3;;;;Train;;;
CHEMBL240317;O=C(N1CCN(Cc2ccccc2)CC1)c3ccccc3;20;;;;Train;;;
CHEMBL1256967;CC1(C)[C@H](NC(=O)\C(=N/OCC2=CC(=O)C(=CN2O)O)\c3csc(N)n3)C(=O)N1OS(=O)(=O)O;7,94;;;;Ext;;;
CHEMBL180155;CS(=O)(=O)c1ccc(CC(=O)N(CC=C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1;10;;;;Train;;;
CHEMBL1945035;O[C@@H](CNCCc1ccccc1CNCCc2ccccc2F)c3ccc(O)c4nc(O)sc34;27,5;;;;Train;;;
CHEMBL551360;OCC(CO)N1C=Cc2c(NC(=O)CC34CC5CC(CC(C5)C3)C4)cccc2C1=O;42;;;;Train;;;
CHEMBL2171033;Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)NS(=O)(=O)c4ccccc4)cc1Cl;3;;;;Train;;;
CHEMBL1016;CCOc1nc2cccc(C(=O)O)c2n1Cc3ccc(cc3)c4ccccc4c5nn[nH]n5;3;;;;Train;;;
CHEMBL341087;CC1CN(CCN1)C(=O)c2cc3ccccc3[nH]2;8;;;;Train;;;
CHEMBL514980;CN(CCOc1ccccc1c2cc(C(=O)N)c(NC(=O)N)s2)Cc3ccccc3;150;;;;Train;;;
CHEMBL186995;Clc1ccccc1CNC(=O)c2cccnc2Oc3ccccc3;36;;;;Train;;;
CHEMBL1829174;Cc1cc(OCCCS(=O)(=O)C)cc(C)c1c2cccc(COc3ccc4[C@H](CC(=O)O)COc4c3)c2;5,5;;;;Train;;;
CHEMBL2158817;OC(=O)C(N1CCO[C@@H](CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)C1)c4ccccc4;3;;;;Train;;;
