accession_number,description,similar_entities,author,title,journal_reference,pmid,group,subgroup
DIGM050101,"Hydrostatic pressure asymmetry index, PAI (Di Giulio, 2005)",[],Di Giulio M.,A comparison of proteins from Pyrococcus furiosus and Pyrococcus abyssi: barophily in the physicochemical properties of amino acids and in the genetic code,"Gene 346, 1-6 (2005)",PMID: 15716096,indices,"P,Physicochemical properties"
WOLR790101,"Hydrophobicity index (Wolfenden et al., 1979)","[('WOLR810101', 0.996), ('RADA880101', 0.933), ('RADA880104', 0.926), ('EISD840101', 0.909), ('JACR890101', 0.906), ('RADA880107', 0.905), ('RADA880105', 0.903), ('KYTJ820101', 0.869), ('JURD980101', 0.864), ('OLSK800101', 0.859), ('CHOC760103', 0.857), ('CHOC760104', 0.851), ('JANJ780102', 0.833), ('NADH010101', 0.826), ('JANJ790102', 0.818), ('JANJ780103', -0.806), ('GUYH850104', -0.815), ('OOBM770101', -0.831), ('CHOC760102', -0.834), ('ROSM880102', -0.836), ('VHEG790101', -0.844), ('JANJ780101', -0.856), ('ENGD860101', -0.877), ('PRAM900101', -0.877), ('ROSM880101', -0.887), ('KUHL950101', -0.898), ('GUYH850105', -0.908), ('FAUJ880109', -0.92)]","Wolfenden, R.V., Cullis, P.M. and Southgate, C.C.F.","Water, protein folding, and the genetic code","Science 206, 575-577 (1979)",PMID:493962,indices,"H,Hydrophobicity"
OLSK800101,"Average internal preferences (Olsen, 1980)","[('CHOC760103', 0.981), ('JURD980101', 0.943), ('KYTJ820101', 0.942), ('JANJ780102', 0.905), ('EISD860103', 0.881), ('RADA880107', 0.874), ('CHOC760104', 0.872), ('JANJ790102', 0.87), ('WOLR810101', 0.869), ('EISD840101', 0.869), ('WOLR790101', 0.859), ('NADH010102', 0.856), ('DESM900102', 0.849), ('NADH010101', 0.843), ('RADA880101', 0.84), ('JANJ790101', 0.828), ('MEIH800103', 0.826), ('WARP780101', 0.818), ('LIFS790102', 0.818), ('MANP780101', 0.817), ('RADA880104', 0.814), ('NADH010103', 0.807), ('PONP800103', 0.801), ('ENGD860101', -0.805), ('PRAM900101', -0.806), ('ROSM880101', -0.806), ('FAUJ880109', -0.821), ('GUYH850101', -0.823), ('PUNT030101', -0.838), ('JANJ780103', -0.845), ('RACS770102', -0.845), ('ROSM880102', -0.847), ('KUHL950101', -0.849), ('MEIH800102', -0.858), ('JANJ780101', -0.858), ('GUYH850104', -0.871), ('OOBM770101', -0.878), ('CHOC760102', -0.886), ('GUYH850105', -0.927)]","Olsen, K.W.",Internal residue criteria for predicting three-dimensional protein structures,"Biochim. Biophys. Acta 622, 259-267 (1980)",PMID:7378453,indices,"O,Other properties"
KIDA850101,"Hydrophobicity-related index (Kidera et al., 1985)","[('ROSM880101', 0.933), ('ROSM880102', 0.92), ('LEVM760101', 0.915), ('KUHL950101', 0.882), ('HOPT810101', 0.881), ('GRAR740102', 0.881), ('PRAM900101', 0.866), ('ENGD860101', 0.866), ('MIYS990105', 0.865), ('FASG890101', 0.861), ('PUNT030101', 0.856), ('WOLS870101', 0.852), ('GUYH850104', 0.848), ('JANJ780101', 0.843), ('OOBM770101', 0.843), ('JANJ780103', 0.842), ('MEIH800102', 0.834), ('GUYH850101', 0.834), ('MIYS990104', 0.822), ('MIYS990101', 0.817), ('MIYS990102', 0.817), ('FUKS010104', 0.814), ('PARJ860101', 0.809), ('WOEC730101', 0.807), ('PUNT030102', 0.807), ('MIYS990103', 0.805), ('CHOC760102', 0.804), ('NADH010101', -0.803), ('CIDH920105', -0.803), ('RADA880104', -0.805), ('BASU050103', -0.806), ('NAKH900110', -0.808), ('MEIH800103', -0.813), ('CASG920101', -0.817), ('MEEJ800102', -0.823), ('GUOD860101', -0.828), ('JANJ780102', -0.828), ('MIYS850101', -0.831), ('EISD860103', -0.832), ('JACR890101', -0.836), ('CIDH920104', -0.836), ('RADA880107', -0.837), ('PLIV810101', -0.841), ('NADH010104', -0.842), ('ROSG850102', -0.849), ('MEEJ810101', -0.85), ('MEEJ810102', -0.851), ('ZHOH040103', -0.851), ('JANJ790102', -0.858), ('NADH010103', -0.859), ('COWR900101', -0.868), ('NADH010102', -0.874), ('RADA880108', -0.875), ('RADA880101', -0.883), ('EISD860101', -0.89), ('BIOV880102', -0.892), ('BIOV880101', -0.893), ('EISD840101', -0.9), ('BLAS910101', -0.901), ('ROSM880105', -0.922), ('FAUJ830101', -0.946)]","Kidera, A., Konishi, Y., Oka, M., Ooi, T. and Scheraga, A.",Statistical Analysis of the Physical Properties of the 20 Naturally Occuring Amino Acids,"J. Prot. Chem. 4, 23-55 (1985)",,indices,"H,Hydrophobicity"
GUYH850102,"Apparent partition energies calculated from Wertz-Scheraga index (Guy, 1985)","[('MIYS990104', 0.928), ('VINM940101', 0.924), ('MIYS990103', 0.914), ('MIYS990105', 0.912), ('FASG890101', 0.909), ('VINM940102', 0.905), ('OOBM770103', 0.904), ('MEIH800101', 0.899), ('VINM940103', 0.895), ('KARP850102', 0.882), ('KRIW790101', 0.878), ('MIYS990102', 0.868), ('GUYH850103', 0.866), ('MIYS990101', 0.865), ('RACS770101', 0.859), ('MEIH800102', 0.856), ('RACS770102', 0.853), ('FUKS010103', 0.848), ('KRIW790102', 0.841), ('PARS000101', 0.839), ('PARJ860101', 0.836), ('CORJ870108', 0.821), ('RACS770103', 0.821), ('FUKS010104', 0.819), ('KARP850101', 0.811), ('KRIW710101', 0.811), ('GRAR740102', 0.806), ('GUYH850101', 0.805), ('PLIV810101', -0.802), ('CORJ870105', -0.804), ('MEEJ810101', -0.813), ('BASU050101', -0.815), ('NADH010102', -0.824), ('NADH010105', -0.826), ('CORJ870106', -0.83), ('CORJ870107', -0.834), ('ZHOH040101', -0.836), ('CORJ870103', -0.841), ('CIDH920101', -0.843), ('BASU050103', -0.845), ('MANP780101', -0.85), ('MEIH800103', -0.854), ('CIDH920102', -0.855), ('PONP800103', -0.856), ('FAUJ830101', -0.857), ('ROBB790101', -0.862), ('NADH010103', -0.866), ('CIDH920103', -0.871), ('PONP800108', -0.873), ('PONP800101', -0.873), ('PONP800102', -0.874), ('NADH010104', -0.879), ('CORJ870101', -0.883), ('MIYS850101', -0.884), ('CIDH920105', -0.892), ('CIDH920104', -0.894), ('PONP930101', -0.897), ('RADA880108', -0.902), ('BIOV880102', -0.903), ('BAEK050101', -0.907), ('BASU050102', -0.911), ('ZHOH040103', -0.912), ('NISK800101', -0.914), ('BIOV880101', -0.922), ('ROSG850102', -0.925), ('CASG920101', -0.941), ('NISK860101', -0.95), ('WERD780101', -0.976)]","Guy, H.R.",Amino acid side-chain partition energies and distribution of residues in soluble proteins,"Biophys. J. 47, 61-70 (1985)",PMID:3978191,indices,"P,Physicochemical properties"
GUYH850103,"Apparent partition energies calculated from Robson-Osguthorpe index (Guy, 1985)","[('OOBM770103', 0.906), ('PARJ860101', 0.897), ('MIYS990102', 0.888), ('MIYS990101', 0.886), ('MIYS990105', 0.883), ('MIYS990104', 0.879), ('VINM940102', 0.875), ('FUKS010103', 0.874), ('MEIH800101', 0.873), ('GUYH850102', 0.866), ('VINM940101', 0.86), ('FASG890101', 0.86), ('MIYS990103', 0.857), ('RACS770101', 0.844), ('WOLS870101', 0.836), ('CORJ870108', 0.831), ('GRAR740102', 0.831), ('PARS000101', 0.822), ('BULH740101', 0.82), ('CORJ870103', -0.804), ('JOND750101', -0.807), ('ROSM880104', -0.807), ('PONP800102', -0.808), ('ARGP820101', -0.808), ('CORJ870104', -0.809), ('MEEJ800102', -0.809), ('CORJ870101', -0.815), ('BIOV880102', -0.818), ('GUOD860101', -0.819), ('LEVM760106', -0.822), ('PONP800101', -0.822), ('MEEJ810102', -0.823), ('PONP800108', -0.828), ('NISK800101', -0.828), ('CORJ870105', -0.83), ('MANP780101', -0.833), ('CORJ870107', -0.833), ('CORJ870106', -0.837), ('SWER830101', -0.839), ('CORJ870102', -0.839), ('ROSG850102', -0.844), ('CASG920101', -0.846), ('BASU050101', -0.852), ('CIDH920101', -0.854), ('BASU050103', -0.854), ('PONP930101', -0.858), ('MEEJ810101', -0.864), ('FAUJ830101', -0.87), ('RADA880108', -0.87), ('WERD780101', -0.876), ('ZHOH040103', -0.879), ('PLIV810101', -0.881), ('ZHOH040101', -0.882), ('BIOV880101', -0.89), ('CIDH920103', -0.89), ('MIYS850101', -0.897), ('CIDH920102', -0.904), ('BASU050102', -0.904), ('CIDH920104', -0.906), ('NISK860101', -0.914), ('CIDH920105', -0.927), ('ROBB790101', -0.999)]","Guy, H.R.",Amino acid side-chain partition energies and distribution of residues in soluble proteins,"Biophys. J. 47, 61-70 (1985) (Gly missing)",PMID:3978191,indices,"P,Physicochemical properties"
GUYH850104,"Apparent partition energies calculated from Janin index (Guy, 1985)","[('JANJ780101', 0.989), ('JANJ780103', 0.983), ('CHOC760102', 0.97), ('OOBM770101', 0.966), ('GUYH850105', 0.908), ('MEIH800102', 0.892), ('ENGD860101', 0.881), ('PRAM900101', 0.881), ('FASG890101', 0.872), ('GUYH850101', 0.857), ('ROSM880102', 0.856), ('KRIW790102', 0.849), ('RACS770102', 0.849), ('KIDA850101', 0.848), ('PUNT030101', 0.84), ('RACS770103', 0.839), ('KUHL950101', 0.835), ('KRIW790101', 0.822), ('MIYS990105', 0.821), ('ROSM880101', 0.814), ('FAUJ880109', 0.812), ('MIYS990103', 0.805), ('NADH010101', -0.804), ('PONP800108', -0.807), ('WOLR790101', -0.815), ('FAUJ830101', -0.816), ('CASG920101', -0.819), ('DESM900101', -0.824), ('PONP800102', -0.824), ('WOLR810101', -0.826), ('JACR890101', -0.827), ('CORJ870101', -0.83), ('RADA880101', -0.831), ('EISD860103', -0.835), ('BIOV880101', -0.844), ('CHOC760104', -0.845), ('PONP800103', -0.845), ('RADA880108', -0.847), ('MEIH800103', -0.854), ('BIOV880102', -0.855), ('JANJ790101', -0.862), ('NADH010104', -0.867), ('KYTJ820101', -0.869), ('OLSK800101', -0.871), ('JURD980101', -0.88), ('WARP780101', -0.882), ('ROSG850102', -0.891), ('EISD840101', -0.892), ('DESM900102', -0.896), ('RADA880107', -0.896), ('NADH010103', -0.899), ('CHOC760103', -0.907), ('NADH010102', -0.946), ('JANJ780102', -0.968), ('JANJ790102', -0.999)]","Guy, H.R.",Amino acid side-chain partition energies and distribution of residues in soluble proteins,"Biophys. J. 47, 61-70 (1985)",PMID:3978191,indices,"P,Physicochemical properties"
GUYH850105,"Apparent partition energies calculated from Chothia index (Guy, 1985)","[('CHOC760102', 0.946), ('FAUJ880109', 0.927), ('JANJ780101', 0.923), ('GUYH850104', 0.908), ('JANJ780103', 0.885), ('OOBM770101', 0.874), ('ROSM880102', 0.874), ('PRAM900101', 0.867), ('ENGD860101', 0.867), ('PUNT030101', 0.858), ('KUHL950101', 0.85), ('ROSM880101', 0.849), ('VHEG790101', 0.845), ('GUYH850101', 0.843), ('MEIH800102', 0.811), ('RADA880105', -0.809), ('EISD860103', -0.812), ('NADH010103', -0.815), ('DESM900102', -0.818), ('CHOC760104', -0.822), ('YUTK870101', -0.841), ('NADH010101', -0.847), ('NADH010102', -0.867), ('KYTJ820101', -0.883), ('JACR890101', -0.887), ('JANJ780102', -0.898), ('RADA880104', -0.899), ('RADA880101', -0.899), ('JURD980101', -0.9), ('WOLR790101', -0.908), ('JANJ790102', -0.913), ('WOLR810101', -0.916), ('OLSK800101', -0.927), ('CHOC760103', -0.933), ('EISD840101', -0.951), ('RADA880107', -0.953)]","Guy, H.R.",Amino acid side-chain partition energies and distribution of residues in soluble proteins,"Biophys. J. 47, 61-70 (1985)",PMID:3978191,indices,"P,Physicochemical properties"
ROSM880104,"Hydropathies of amino acid side chains, neutral form (Roseman, 1988)","[('MEEJ810101', 0.911), ('CIDH920105', 0.886), ('MEEJ810102', 0.885), ('ARGP820101', 0.872), ('JOND750101', 0.872), ('GUOD860101', 0.868), ('PLIV810101', 0.866), ('CIDH920103', 0.866), ('CIDH920104', 0.86), ('CIDH920102', 0.859), ('ZHOH040101', 0.858), ('SIMZ760101', 0.855), ('NOZY710101', 0.847), ('BASU050102', 0.846), ('SWER830101', 0.844), ('CORJ870102', 0.844), ('TAKK010101', 0.84), ('BASU050101', 0.83), ('VENT840101', 0.829), ('ZHOH040103', 0.826), ('MIYS850101', 0.824), ('GOLD730101', 0.808), ('ROBB790101', 0.807), ('BLAS910101', 0.802), ('NISK860101', 0.801), ('GUYH850103', -0.807), ('MIYS990102', -0.839), ('MIYS990101', -0.843), ('WOLS870101', -0.87), ('BULH740101', -0.884), ('PARJ860101', -0.896)]","Roseman, M.A.",Hydrophilicity of Polar Amino Acid Side-chains is Markedly Reduced by Flanking Peptide Bonds,"J. Mol. Biol. 200, 513-522 (1988) (Arg Pro missing)",PMID:3398047,indices,"H,Hydrophobicity"
ROSM880105,"Hydropathies of amino acid side chains, pi-values in pH 7.0 (Roseman, 1988)","[('BLAS910101', 0.954), ('EISD860101', 0.948), ('FAUJ830101', 0.937), ('RADA880101', 0.933), ('EISD840101', 0.923), ('BIOV880101', 0.874), ('BIOV880102', 0.871), ('RADA880102', 0.87), ('BASU050103', 0.864), ('JACR890101', 0.863), ('PLIV810101', 0.862), ('RADA880108', 0.861), ('NAKH900110', 0.859), ('ZIMJ680105', 0.857), ('CIDH920104', 0.855), ('NADH010102', 0.845), ('MIYS850101', 0.844), ('SWER830101', 0.843), ('CIDH920105', 0.843), ('CORJ870102', 0.841), ('MEEJ800102', 0.841), ('ZHOH040103', 0.839), ('ROSG850102', 0.838), ('NISK860101', 0.836), ('CIDH920103', 0.832), ('BASU050101', 0.828), ('GUOD860101', 0.826), ('NADH010101', 0.825), ('DESM900102', 0.825), ('NADH010103', 0.822), ('JURD980101', 0.818), ('COWR900101', 0.817), ('CASG920101', 0.814), ('PONP800108', 0.808), ('KYTJ820101', 0.806), ('JANJ790102', 0.805), ('MEEJ810102', 0.804), ('MANP780101', 0.803), ('MEEJ810101', 0.802), ('EISD860103', 0.801), ('MEIH800101', -0.802), ('FAUJ880110', -0.803), ('VINM940101', -0.818), ('MEIH800102', -0.821), ('FASG890101', -0.822), ('OOBM770101', -0.824), ('OOBM770103', -0.828), ('MIYS990103', -0.829), ('GUYH850101', -0.832), ('MIYS990104', -0.841), ('MIYS990102', -0.854), ('MIYS990101', -0.854), ('ROSM880102', -0.871), ('PARJ860101', -0.871), ('MIYS990105', -0.873), ('KUHL950101', -0.896), ('WOLS870101', -0.899), ('VHEG790101', -0.901), ('WOEC730101', -0.902), ('ENGD860101', -0.912), ('PRAM900101', -0.912), ('PUNT030102', -0.917), ('KIDA850101', -0.922), ('PUNT030101', -0.922), ('GRAR740102', -0.924), ('ROSM880101', -0.951), ('LEVM760101', -0.954), ('HOPT810101', -0.955)]","Roseman, M.A.",Hydrophilicity of Polar Amino Acid Side-chains is Markedly Reduced by Flanking Peptide Bonds,"J. Mol. Biol. 200, 513-522 (1988) (Pro missing)",PMID:3398047,indices,"H,Hydrophobicity"
JACR890101,"Weights from the IFH scale (Jacobs-White, 1989)","[('EISD840101', 0.938), ('RADA880101', 0.936), ('WOLR810101', 0.908), ('WOLR790101', 0.906), ('RADA880107', 0.895), ('RADA880104', 0.868), ('ROSM880105', 0.863), ('JANJ790102', 0.84), ('EISD860101', 0.827), ('BLAS910101', 0.819), ('CHOC760102', -0.803), ('JANJ780103', -0.809), ('PUNT030101', -0.812), ('OOBM770101', -0.812), ('HOPT810101', -0.816), ('GUYH850104', -0.827), ('LEVM760101', -0.832), ('ZIMJ680103', -0.835), ('KIDA850101', -0.836), ('ROSM880102', -0.837), ('KUHL950101', -0.864), ('JANJ780101', -0.865), ('EISD860102', -0.871), ('GUYH850105', -0.887), ('FAUJ880109', -0.889), ('ROSM880101', -0.892), ('VHEG790101', -0.903), ('ENGD860101', -0.948), ('PRAM900101', -0.948)]","Jacobs, R. and White, S.H.",The nature of the hydrophobic bonding of small peptides at the bilayer interface: implications for the insertion of transbilayer helices,"Biochemistry 28, 3421-3437 (1989)",PMID:2742845,indices,"H,Hydrophobicity"
COWR900101,"Hydrophobicity index, 3.0 pH (Cowan-Whittaker, 1990)","[('GUOD860101', 0.92), ('BLAS910101', 0.885), ('FAUJ830101', 0.876), ('EISD860103', 0.868), ('EISD840101', 0.863), ('WILM950101', 0.86), ('PLIV810101', 0.857), ('JURD980101', 0.855), ('MEEJ810102', 0.849), ('NADH010102', 0.848), ('KYTJ820101', 0.845), ('RADA880101', 0.84), ('NADH010103', 0.825), ('MIYS850101', 0.824), ('MEEJ810101', 0.823), ('CHOC760103', 0.82), ('RADA880104', 0.818), ('ROSM880105', 0.817), ('RADA880107', 0.81), ('NADH010104', 0.807), ('CIDH920104', 0.803), ('BULH740101', -0.804), ('MIYS990102', -0.825), ('MIYS990101', -0.826), ('ROSM880101', -0.849), ('GRAR740102', -0.854), ('KIDA850101', -0.868), ('WOLS870101', -0.883), ('ROSM880102', -0.897)]","Cowan, R. and Whittaker, R.G.",Hydrophobicity indices for amino acid residues as determined by high-performance liquid chromatography,"Peptide Res. 3, 75-80 (1990)",PMID:2134053,indices,"H,Hydrophobicity"
BLAS910101,"Scaled side chain hydrophobicity values (Black-Mould, 1991)","[('ROSM880105', 0.954), ('FAUJ830101', 0.923), ('RADA880101', 0.922), ('EISD860101', 0.911), ('SWER830101', 0.887), ('COWR900101', 0.885), ('CORJ870102', 0.884), ('EISD840101', 0.884), ('CIDH920104', 0.881), ('BASU050103', 0.878), ('PLIV810101', 0.871), ('GUOD860101', 0.866), ('ZIMJ680105', 0.855), ('NADH010101', 0.855), ('BASU050101', 0.853), ('CIDH920105', 0.852), ('MEEJ800102', 0.849), ('ZHOH040103', 0.846), ('JURD980101', 0.841), ('CIDH920103', 0.838), ('BIOV880101', 0.838), ('KYTJ820101', 0.836), ('MEEJ810101', 0.831), ('MEEJ810102', 0.83), ('EISD860103', 0.83), ('MIYS850101', 0.829), ('RADA880108', 0.826), ('RADA880102', 0.826), ('NADH010102', 0.824), ('GOLD730101', 0.821), ('JACR890101', 0.819), ('NADH010103', 0.812), ('PONP800108', 0.81), ('WILM950101', 0.81), ('BIOV880102', 0.809), ('BASU050102', 0.807), ('CIDH920102', 0.805), ('NISK860101', 0.803), ('ROSM880104', 0.802), ('MANP780101', 0.802), ('NAKH900110', 0.801), ('MIYS990103', -0.806), ('MIYS990104', -0.818), ('VHEG790101', -0.847), ('MIYS990105', -0.848), ('MIYS990102', -0.854), ('MIYS990101', -0.857), ('BULH740101', -0.86), ('ENGD860101', -0.864), ('PRAM900101', -0.864), ('PUNT030101', -0.865), ('PARJ860101', -0.87), ('HOPT810101', -0.877), ('PUNT030102', -0.877), ('ROSM880102', -0.884), ('LEVM760101', -0.889), ('KUHL950101', -0.894), ('KIDA850101', -0.901), ('WOEC730101', -0.902), ('WOLS870101', -0.93), ('ROSM880101', -0.94), ('GRAR740102', -0.95)]","Black, S.D. and Mould D.R.",Development of Hydrophobicity Parameters to Analyze Proteins Which Bear Post- or Cotranslational Modifications,"Analytical Biochemistry 193, 72-82 (1991)",PMID:2042744,indices,"H,Hydrophobicity"
CASG920101,"Hydrophobicity scale from native protein structures (Casari-Sippl, 1992)","[('ROSG850102', 0.952), ('CORJ870101', 0.947), ('NISK860101', 0.938), ('BIOV880101', 0.935), ('NISK800101', 0.935), ('WERD780101', 0.927), ('BAEK050101', 0.919), ('BIOV880102', 0.919), ('NADH010104', 0.915), ('NADH010103', 0.914), ('PONP930101', 0.911), ('RADA880108', 0.903), ('CIDH920104', 0.903), ('PONP800108', 0.901), ('ZHOH040103', 0.9), ('PONP800102', 0.889), ('NADH010102', 0.889), ('MEIH800103', 0.881), ('PONP800103', 0.879), ('FAUJ830101', 0.875), ('PONP800101', 0.874), ('BASU050102', 0.873), ('DESM900102', 0.869), ('MIYS850101', 0.863), ('BASU050103', 0.86), ('CIDH920105', 0.859), ('JANJ780102', 0.853), ('ROBB790101', 0.85), ('MANP780101', 0.848), ('NADH010105', 0.838), ('JANJ790101', 0.828), ('CIDH920103', 0.827), ('JANJ790102', 0.822), ('CORJ870103', 0.821), ('ROSM880105', 0.814), ('CORJ870107', 0.813), ('DESM900101', 0.806), ('BASU050101', 0.806), ('CIDH920102', 0.802), ('RACS770101', -0.807), ('KRIW710101', -0.808), ('VINM940104', -0.81), ('PUNT030101', -0.811), ('KIDA850101', -0.817), ('GUYH850104', -0.819), ('JANJ780103', -0.825), ('PARS000101', -0.826), ('FUKS010102', -0.831), ('PUNT030102', -0.831), ('MIYS990101', -0.834), ('GUYH850101', -0.836), ('OOBM770101', -0.838), ('MIYS990102', -0.838), ('HOPT810101', -0.839), ('RACS770103', -0.846), ('GUYH850103', -0.846), ('RACS770102', -0.849), ('GRAR740102', -0.85), ('PARS000102', -0.859), ('KRIW790102', -0.865), ('VINM940102', -0.874), ('MEIH800101', -0.875), ('MEIH800102', -0.879), ('FUKS010104', -0.892), ('KARP850102', -0.901), ('KRIW790101', -0.911), ('OOBM770103', -0.914), ('VINM940103', -0.915), ('MIYS990103', -0.915), ('FASG890101', -0.924), ('MIYS990104', -0.931), ('MIYS990105', -0.937), ('GUYH850102', -0.941), ('VINM940101', -0.947)]","Casari, G. and Sippl, M.",Structure-derived Hydrophobic Potential. Hydrophobic Potential Derived from X-ray Structures of Globular Proteins is able to Identify Native Folds,"J. Mol. Biol. 224, 725-732 (1992)",PMID:1569551,indices,"H,Hydrophobicity"
CORJ870101,"NNEIG index (Cornette et al., 1987)","[('NISK800101', 0.976), ('PONP800108', 0.969), ('PONP930101', 0.96), ('PONP800102', 0.954), ('ROSG850102', 0.948), ('CASG920101', 0.947), ('PONP800103', 0.944), ('PONP800101', 0.939), ('NISK860101', 0.935), ('NADH010103', 0.921), ('MANP780101', 0.918), ('BIOV880101', 0.917), ('NADH010104', 0.914), ('NADH010102', 0.909), ('MEIH800103', 0.902), ('DESM900102', 0.901), ('BASU050103', 0.897), ('CIDH920104', 0.896), ('RADA880108', 0.895), ('JANJ790101', 0.891), ('CORJ870103', 0.889), ('JANJ780102', 0.885), ('BIOV880102', 0.882), ('CORJ870107', 0.878), ('WERD780101', 0.873), ('DESM900101', 0.87), ('ZHOH040103', 0.864), ('BASU050101', 0.863), ('CORJ870104', 0.863), ('BAEK050101', 0.862), ('MIYS850101', 0.861), ('BASU050102', 0.855), ('JURD980101', 0.849), ('KYTJ820101', 0.848), ('NADH010105', 0.846), ('FAUJ830101', 0.845), ('QIAN880121', 0.842), ('KANM800102', 0.839), ('KANM800104', 0.833), ('CORJ870106', 0.829), ('ROBB760106', 0.829), ('NADH010101', 0.827), ('CIDH920105', 0.827), ('QIAN880122', 0.826), ('LIFS790101', 0.826), ('JANJ790102', 0.825), ('CIDH920103', 0.822), ('CHOC760103', 0.822), ('GEIM800107', 0.821), ('ROBB790101', 0.819), ('CORJ870105', 0.818), ('CHOP780202', 0.815), ('ROBB760105', 0.809), ('EISD860103', 0.809), ('QIAN880120', 0.802), ('WARP780101', 0.8), ('VINM940104', -0.805), ('KRIW710101', -0.812), ('FUKS010104', -0.814), ('GUYH850103', -0.815), ('MUNV940103', -0.817), ('GUYH850101', -0.82), ('JANJ780103', -0.826), ('GUYH850104', -0.83), ('RACS770103', -0.832), ('VINM940103', -0.837), ('RACS770102', -0.837), ('KRIW790102', -0.838), ('WOEC730101', -0.841), ('VINM940102', -0.847), ('PARS000102', -0.85), ('MIYS990101', -0.854), ('MEIH800101', -0.855), ('MIYS990102', -0.859), ('PUNT030102', -0.86), ('KARP850102', -0.865), ('CORJ870108', -0.866), ('OOBM770101', -0.875), ('MEIH800102', -0.878), ('GUYH850102', -0.883), ('GRAR740102', -0.89), ('KRIW790101', -0.902), ('OOBM770103', -0.907), ('FASG890101', -0.921), ('VINM940101', -0.924), ('MIYS990104', -0.932), ('MIYS990103', -0.936), ('MIYS990105', -0.937)]","Cornette, J.L., Cease, K.B., Margalit, H., Spouge, J.L., Berzofsky, J.A. and DeLisi, C.",Hydrophobicity Scales and Computational Techniques for Detecting Amphipathic Structures in Proteins,"J. Mol. Biol. 196, 659-685, (1987)",PMID:3656427,indices,"H,Hydrophobicity"
